number;id;xscales;yscales
2180;1cdc65d6a0d24e1c0792b3ac92cb15ad;0.24535763610358777,0.26445284442473993,0.2949252912963667,0.3314255040141355,0.3683435992575143,0.40086424886058536,0.4254309817842894,0.43976995724288603;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2181;d5482cf390da20225b824140ca3338cc;0.3815973597990979,0.3598506731421182,0.320909590790592,0.2658102124761888,0.1977757867068592,0.12397427572194254,0.05666868900271619,0.011530713432691117;0.9709413641802953,0.9709413641802953,0.9709413641802953,0.9709413641802953,0.9709413641802953,0.9709413641802953,0.9709413641802953,0.9709413641802953
2182;96236f99d5135320df77b4587b14cf92;0.6033147819122053,0.6033147819122053,0.6033147819122053,0.6033147819122053,0.6033147819122053,0.6033147819122053,0.6033147819122053,0.6033147819122053;0.009307987500203743,0.04681928283668581,0.10614390091050761,0.17634865690403506,0.24642685163575279,0.30739726640651455,0.3529910312324688,0.37942051476710564
2183;b5c3242a07e9ffd287ebb0edb7ade5a2;0.24232521897882528,0.2286832426588364,0.2074886732522341,0.18299108437929665,0.159146696571197,0.13887877358077672,0.12400381896667544,0.11548892142472936;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2184;258f365edb0ffdcea592dcf49ef354d5;0.7576747810211746,0.7713167573411635,0.7925113267477659,0.8170089156207032,0.840853303428803,0.8611212264192233,0.8759961810333244,0.8845110785752706;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2185;b302f562719ce9ad936d103341838565;0.8897813179433071,0.8072688330460046,0.6938100722433376,0.5809619559727133,0.48623258098077066,0.41526818770890955,0.3679211326951124,0.3424227613538704;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2186;384c3561bc8f88e19b9e98cefb0a59f0;0.11021868205669283,0.1927311669539953,0.30618992775666226,0.41903804402728656,0.5137674190192292,0.5847318122910904,0.6320788673048876,0.6575772386461295;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2187;bdb446e37c2f09ac563b6b8c4cac1a6a;0.506356277946408,0.506356277946408,0.506356277946408,0.506356277946408,0.506356277946408,0.506356277946408,0.506356277946408,0.506356277946408;0.4092352991407441,0.38804503993949097,0.3495096355351727,0.29365010493006033,0.22242745572236786,0.14220694969736172,0.06620672106572191,0.013640899650144112
2188;56d1dd63fc5f9f7f23bd40541c9e0a1c;0.018635884539601633,0.08933602074223262,0.18852953278832918,0.2895339411763993,0.37618809162551,0.4422526846305101,0.48689081144293084,0.5111189401605125;0.7100147825939205,0.7100147825939205,0.7100147825939205,0.7100147825939205,0.7100147825939205,0.7100147825939205,0.7100147825939205,0.7100147825939205
2189;2d0e48c89ed6c63c51c2de3b5fc3f3c6;0.41035140373913576,0.41035140373913576,0.41035140373913576,0.41035140373913576,0.41035140373913576,0.41035140373913576,0.41035140373913576,0.41035140373913576;0.2819497209407661,0.262967507540716,0.22999638201551667,0.18545534083641738,0.13361342368577428,0.08097012231917582,0.03592233797826804,0.007167872815192274
2190;67ef6fbfc807c03c942ce651c1c90335;0.9019424406650839,0.8474292032039058,0.7508046119797975,0.6162164484211434,0.45338489020990963,0.2808058483085113,0.12697313987516734,0.025650582946114994;0.9576939056095461,0.9576939056095461,0.9576939056095461,0.9576939056095461,0.9576939056095461,0.9576939056095461,0.9576939056095461,0.9576939056095461
2191;754deed691e6037b55c01a8875ef07e5;0.728724226405762,0.728724226405762,0.728724226405762,0.728724226405762,0.728724226405762,0.728724226405762,0.728724226405762,0.728724226405762;0.5180134881365175,0.49563327954127384,0.4538790226407155,0.3908126004036225,0.30570747101736506,0.20292809606807763,0.09802916772932754,0.02073678637852853
2192;2774675d88240e85d5be86fb24fd7d18;0.5226869441605864,0.49976456871653585,0.45708207855286387,0.39281841733565154,0.306486060281904,0.2028148576628211,0.09766575885389474,0.020612057826637265;0.5562256908254314,0.5562256908254314,0.5562256908254314,0.5562256908254314,0.5562256908254314,0.5562256908254314,0.5562256908254314,0.5562256908254314
2193;2b679262101d92647bc65396fc6d7a83;0.9190740421073871,0.8923604269075182,0.8460198411481387,0.7835376644294261,0.7109866621044539,0.6375037216425485,0.5747742110271529,0.5348059614438117;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2194;dc9c62424fdb72f86e7b29ef1a4fd72a;0.08092595789261288,0.10763957309248176,0.15398015885186125,0.21646233557057387,0.28901333789554595,0.3624962783574514,0.425225788972847,0.4651940385561882;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2195;b0e253b3f7919d331ed4be04d31db0ec;0.5801115275730371,0.5422873589131048,0.4833423057066698,0.4149362792536308,0.34806948260655945,0.2910099646282726,0.24900246996629347,0.22490609373877513;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2196;e4e044d3c5145004c8bb93dde17e34b1;0.41988847242696287,0.45771264108689513,0.5166576942933301,0.585063720746369,0.6519305173934403,0.7089900353717273,0.7509975300337065,0.7750939062612249;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2197;b570b37a31a10c57bb8b68aa70172c4b;0.5253378621493644,0.5253378621493644,0.5253378621493644,0.5253378621493644,0.5253378621493644,0.5253378621493644,0.5253378621493644,0.5253378621493644;0.517473830214517,0.49424073678188535,0.45111436792590753,0.3865109501904312,0.30033803725602526,0.19778027120834785,0.09477404834223686,0.019930112859129642
2198;9ecf524ee8b76c2c06faa18006caa25b;0.6652256395058722,0.6652256395058722,0.6652256395058722,0.6652256395058722,0.6652256395058722,0.6652256395058722,0.6652256395058722,0.6652256395058722;0.011386917276104089,0.05832914585511431,0.13619721333193616,0.23459163823955526,0.34029232578140983,0.4390255967582265,0.5173945152639196,0.564738382649572
2199;41903976b2bc066a0b00c31c5e7d1b93;0.8765149061815412,0.8765149061815412,0.8765149061815412,0.8765149061815412,0.8765149061815412,0.8765149061815412,0.8765149061815412,0.8765149061815412;0.038885461685552576,0.1804366646917149,0.3644060182742706,0.5361556197573516,0.6724167974811651,0.7701043558478534,0.8333040310686242,0.8667081931800493
2200;cd6fb4c23f0b7fc1ef86bb3f5bd01214;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6069221462674738,0.5738049823543954,0.5150670750737036,0.4331705203255791,0.3339621856299686,0.228664405416993,0.134673645136423,0.07269871209754278
2201;deb12319e490d8b222b7e6b60b979ad3;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.3930778537325262,0.4261950176456046,0.48493292492629625,0.5668294796744209,0.6660378143700313,0.7713355945830068,0.8653263548635768,0.9273012879024571
2202;0ddce3b6ee5b10abd6bb2d63ea15f28d;0.7841413788488257,0.7330892691933487,0.649701600774094,0.5465859780307077,0.43852180612337816,0.34002395889778647,0.2634661218385951,0.21789461680067734;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2203;7008e8b6b980fcee2f668f91e5663e47;0.21585862115117418,0.2669107308066513,0.35029839922590583,0.4534140219692922,0.5614781938766218,0.6599760411022135,0.7365338781614049,0.7821053831993224;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2204;997595e795ba0531bc346a371bccb699;0.32376387596194656,0.31456519960284735,0.29902300947238475,0.27886111419897536,0.256523768421413,0.23499420435789234,0.21742785346471888,0.20660373273666488;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2205;750c5905103d4f68d40eabc5ab1e1b8e;0.6762361240380533,0.6854348003971527,0.7009769905276151,0.7211388858010245,0.743476231578587,0.7650057956421076,0.782572146535281,0.793396267263335;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2206;cb8c8c30803986d2d5a8df307b8edaf6;0.5053610633373893,0.4857362830596552,0.45073358377176687,0.40150873412538335,0.34121099648582753,0.27639795587180377,0.21782316753635375,0.17882214839581398;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2207;fed6dbda086534de517e3b1171902bcc;0.4946389366626107,0.5142637169403448,0.5492664162282331,0.5984912658746165,0.6587890035141722,0.7236020441281958,0.7821768324636462,0.821177851604186;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2208;cbe8a7d2e8ebddaf5b994d848ef8778c;0.6273860164304333,0.6099623465738714,0.5822258332656588,0.5491130814179722,0.5157429348708473,0.4864484919925745,0.4643812512184054,0.451525880906104;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2209;d83531d458d2a3d17f3ff60d6dcf5ae7;0.3726139835695666,0.39003765342612845,0.41777416673434115,0.4508869185820277,0.48425706512915256,0.5135515080074254,0.5356187487815945,0.5484741190938959;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2210;3642eea41c5f81734732097fde269502;0.0061754899969275485,0.030945106126894203,0.06973775842224202,0.11505219593811732,0.1596567613433956,0.19796380010385536,0.22631080793672906,0.24262716817039917;0.23789166624754784,0.23789166624754784,0.23789166624754784,0.23789166624754784,0.23789166624754784,0.23789166624754784,0.23789166624754784,0.23789166624754784
2211;a852566fe1962dcbc15e1ab4b2c53538;0.7153600492346588,0.7153600492346588,0.7153600492346588,0.7153600492346588,0.7153600492346588,0.7153600492346588,0.7153600492346588,0.7153600492346588;0.011614616383326797,0.058178925415446385,0.13103631264695362,0.2160362841289376,0.2995932143668599,0.37126499208088565,0.42424940251561344,0.45472673921451473
2212;5dd471556af4ab93147a868c01b5723b;0.06376569893809995,0.058659112741152555,0.05011362345328817,0.03918017517177751,0.027263128486944673,0.01596741766616558,0.006886297050773166,0.001350036221444224;0.3452903573629079,0.3452903573629079,0.3452903573629079,0.3452903573629079,0.3452903573629079,0.3452903573629079,0.3452903573629079,0.3452903573629079
2213;ef6d3aef50850d305a661b4b0260a5d4;0.053933267488753135,0.22914661544448423,0.4170481219935869,0.561781380614203,0.660307609330218,0.7236543212902269,0.7618077733328932,0.781149683111094;0.8283690757023375,0.8283690757023375,0.8283690757023375,0.8283690757023375,0.8283690757023375,0.8283690757023375,0.8283690757023375,0.8283690757023375
2214;85e09c7e4c845ee47caf94e10fb59e4a;0.6001110251024911,0.5747269989668092,0.5272399885975976,0.4551955338751186,0.357361213617177,0.23825912182286332,0.11561565276638372,0.02453850804612662;0.6790104114739856,0.6790104114739856,0.6790104114739856,0.6790104114739856,0.6790104114739856,0.6790104114739856,0.6790104114739856,0.6790104114739856
2215;5c2f642bcc4bb7c951f7c800119b8265;0.5700466000393567,0.5700466000393567,0.5700466000393567,0.5700466000393567,0.5700466000393567,0.5700466000393567,0.5700466000393567,0.5700466000393567;0.36516424401297765,0.33618776228280056,0.28759454657955263,0.22523320007936035,0.15701857792988974,0.09212522228839479,0.03978766438445343,0.007807029379629839
2216;80b3870c076d2b8de06030b1c8a45fb3;0.2852014384870736,0.2852014384870736,0.2852014384870736,0.2852014384870736,0.2852014384870736,0.2852014384870736,0.2852014384870736,0.2852014384870736;0.24042295711458328,0.22279877485838817,0.19271776708299926,0.1531178162052171,0.10846461697191302,0.06462877272839686,0.0282673011919529,0.005589975787092981
2217;984e3adefa95ae03e3bb162f180e71bb;0.0010603889077150429,0.005407559248431328,0.012533700678651036,0.021389854989268375,0.0307237671152417,0.039278820014516866,0.04595974342623966,0.04994975181987185;0.053252397047665156,0.053252397047665156,0.053252397047665156,0.053252397047665156,0.053252397047665156,0.053252397047665156,0.053252397047665156,0.053252397047665156
2218;260a42be3b2a2d089fe16dfba75c15f9;0.8596565315315299,0.8596565315315299,0.8596565315315299,0.8596565315315299,0.8596565315315299,0.8596565315315299,0.8596565315315299,0.8596565315315299;0.0014392777416795406,0.007641121465510783,0.018988822204473826,0.035598890437101675,0.05705812854630484,0.08161363997394197,0.10526289282108553,0.1218443408287218
2219;06ddebfe1b88b99d0f21ad90824c5f1d;0.7918839283703845,0.7918839283703845,0.7918839283703845,0.7918839283703845,0.7918839283703845,0.7918839283703845,0.7918839283703845,0.7918839283703845;0.01379412855236685,0.07123408546780444,0.16860217342062953,0.2955083344824353,0.4369005582274806,0.5739752822416132,0.6864002824110326,0.7559376236951297
2220;06b6d180d26951c985d426de757b98ed;0.723877299814431,0.6772473569322567,0.6043575715015849,0.519428031480481,0.43605371905891666,0.3646279747480303,0.3118784276173907,0.28155656571240567;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2221;379b3f277c6de7ee8ab0b718c7ebb011;0.27612270018556884,0.3227526430677432,0.395642428498415,0.48057196851951883,0.5639462809410832,0.6353720252519696,0.6881215723826093,0.7184434342875942;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2222;edafbc1e2a3285f9592ebcebe2bca81d;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.7934972162339262,0.7410964275427697,0.6581996087765206,0.5600610772631806,0.46205789174350176,0.3767579751171714,0.31295000343888413,0.2759541701439144
2223;46567587cb86d3caebdbf88041fc85d5;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.20650278376607362,0.2589035724572302,0.3418003912234793,0.43993892273681945,0.5379421082564982,0.6232420248828285,0.6870499965611157,0.7240458298560857
2224;ddce966b303943a6d0b9ab0576e652a1;0.8533243294172931,0.833140961341848,0.797923425904678,0.7500223257213825,0.6937933062702547,0.636163824054678,0.586418546842564,0.5544555612924457;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2225;51a1b15ee89c281f8561aefb94182a84;0.14667567058270692,0.1668590386581519,0.20207657409532184,0.24997767427861742,0.30620669372974524,0.3638361759453219,0.4135814531574359,0.4455444387075543;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2226;09b095b4b7cfd029917493096b4b8c49;0.44388996829941707,0.44388996829941707,0.44388996829941707,0.44388996829941707,0.44388996829941707,0.44388996829941707,0.44388996829941707,0.44388996829941707;0.013691041944758387,0.0665057842373579,0.1430226305766501,0.2239901247517164,0.29605019381577713,0.35268154693899467,0.39180850758605384,0.413344660298961
2227;db7520b3b6627357ca13921caaf242f0;0.007970908517403433,0.039720685787035394,0.08874471282678302,0.14495369461845123,0.19920099329605523,0.24495686607157496,0.27833253528473034,0.2973602060549728;0.3158088093120383,0.3158088093120383,0.3158088093120383,0.3158088093120383,0.3158088093120383,0.3158088093120383,0.3158088093120383,0.3158088093120383
2228;9c3a4ac951e093d4ab874bd4600218a0;0.6928510034007249,0.6928510034007249,0.6928510034007249,0.6928510034007249,0.6928510034007249,0.6928510034007249,0.6928510034007249,0.6928510034007249;0.033620251679727764,0.1515294245013556,0.2950253715693511,0.41998127251016587,0.5134901670905523,0.5776887276166811,0.6180264014137997,0.6389803998447313
2229;40705c137c4b00e1ab9c682285e8de61;0.6739561049045241,0.6739561049045241,0.6739561049045241,0.6739561049045241,0.6739561049045241,0.6739561049045241,0.6739561049045241,0.6739561049045241;0.021479495008344174,0.10234066606839078,0.21414440553391906,0.3260596831864184,0.42056020493255947,0.4916871893710138,0.5393028241117875,0.5649991414378787
2230;23073d138422c5199011023a6ea86427;0.8095348077640913,0.8095348077640913,0.8095348077640913,0.8095348077640913,0.8095348077640913,0.8095348077640913,0.8095348077640913,0.8095348077640913;0.7363382461754185,0.7075552517241753,0.6531883445168474,0.5693836077858921,0.45295135434658257,0.30696009010325365,0.15152034534345804,0.03257597172204884
2231;5db0a5720cf234d7e47ee0da7ffc7a0a;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.9521832764388533,0.8927269743679934,0.7950937914414741,0.673464983726804,0.5449216565933053,0.4267849505368766,0.3343147619319497,0.27899984417457285
2232;4d7de69aa7c609a41eee683dff54e44b;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.047816723561146794,0.1072730256320065,0.20490620855852582,0.32653501627319603,0.4550783434066947,0.5732150494631234,0.6656852380680502,0.7210001558254271
2233;188548890b77358e421fcbe52fcf28f6;0.5790163525030176,0.5454485390582753,0.4855146881961196,0.401093194766204,0.29746496473189793,0.1858099286345557,0.08466307810981825,0.01719015251936669;0.856060771988231,0.856060771988231,0.856060771988231,0.856060771988231,0.856060771988231,0.856060771988231,0.856060771988231,0.856060771988231
2234;bedfd4c83946ba701bf4809c4ab256e8;0.7887691176985265,0.7887691176985265,0.7887691176985265,0.7887691176985265,0.7887691176985265,0.7887691176985265,0.7887691176985265,0.7887691176985265;0.611383704374275,0.5830467820798518,0.5306741567450333,0.4527688840543226,0.349865138127564,0.2288787161955277,0.1089558062842205,0.022803594880581608
2235;1bb7eb73cada3964d1c1f5740e676d6e;0.399025689908318,0.37647698531592144,0.33604244901828095,0.2787039307393432,0.20770023997039522,0.13042109760848203,0.059709954976362875,0.012162456621275304;0.9251292972315182,0.9251292972315182,0.9251292972315182,0.9251292972315182,0.9251292972315182,0.9251292972315182,0.9251292972315182,0.9251292972315182
2236;bf714bb009bf82f74e75c4ece640d217;0.017144165637981088,0.08323915761490829,0.17888200203594892,0.2799411867900889,0.3697559425858121,0.44025698689175086,0.4889237154989537,0.515695781670704;0.5720665953376778,0.5720665953376778,0.5720665953376778,0.5720665953376778,0.5720665953376778,0.5720665953376778,0.5720665953376778,0.5720665953376778
2237;75c2986e37529f4c1db59b2aa2f5a99d;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.12884449304352075,0.12187715946854187,0.1103299661285644,0.09575717005322588,0.08012497473128383,0.06554439318137963,0.053985692110144014,0.04700913037338436
2238;b6f0505c8648656e1e01040ee3fbce78;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.8711555069564793,0.8781228405314582,0.8896700338714356,0.904242829946774,0.9198750252687161,0.9344556068186203,0.946014307889856,0.9529908696266155
2239;f38b7517549795cdcb589d1e3f6385bf;0.25798493897688896,0.25798493897688896,0.25798493897688896,0.25798493897688896,0.25798493897688896,0.25798493897688896,0.25798493897688896,0.25798493897688896;0.002159633853077492,0.010980830819935939,0.02532919696424659,0.04296989227518693,0.06133696514151434,0.07797195335507534,0.09083224869300296,0.09845882444215825
2240;eee7cb5f25a25866aa540c539378c902;0.2300741607644823,0.2275331565440557,0.2233283563629715,0.21803333599578542,0.21236762897802142,0.2070963085310044,0.20292653947452083,0.20041362723316955;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2241;32af7915c5be6af7f5d61d64af53bffd;0.7699258392355176,0.7724668434559442,0.7766716436370283,0.7819666640042146,0.7876323710219786,0.7929036914689955,0.7970734605254791,0.7995863727668304;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2242;bf7b86d4de018b554829e8810deae6f6;0.3920266927179435,0.3762740263529087,0.3523324168332036,0.3254370599765603,0.30002563927954273,0.27899605939446265,0.2638839094301442,0.25535267558649033;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2243;02d75c83068c23d5e56f5d0a32b07f14;0.6079733072820563,0.6237259736470911,0.6476675831667965,0.6745629400234395,0.699974360720457,0.7210039406055371,0.7361160905698559,0.7446473244135097;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2244;28befbfceb0cb6fc76bc4454b3a40051;0.6196016776016445,0.5811631252881928,0.5147739740224643,0.425839355201,0.3233992166083285,0.22053688981205477,0.13343021148164463,0.07826415092403106;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2245;2dd99788cecfe8944bfdf412d67fc025;0.38039832239835547,0.4188368747118072,0.48522602597753556,0.574160644799,0.6766007833916715,0.7794631101879451,0.8665697885183553,0.9217358490759687;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
2246;53a2cab40c4fc0dc7b618c7e3c034907;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6744108905812318,0.6537280446711083,0.619374376667731,0.5758847441800673,0.5290657538157855,0.4852390057327848,0.45038703740615665,0.42930459199477605
2247;be5c94ee233cb3fa6fa3f133e694a071;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.3255891094187682,0.3462719553288915,0.3806256233322688,0.4241152558199326,0.47093424618421453,0.514760994267215,0.5496129625938432,0.5706954080052239
2248;559efaf9e43fd30fd36176e52d1b306d;0.5108052203855054,0.4883422700057743,0.44653035629741666,0.38361450403580155,0.2991628199571238,0.197855930571055,0.09522273746668433,0.020087961374939112;0.5359007049647516,0.5359007049647516,0.5359007049647516,0.5359007049647516,0.5359007049647516,0.5359007049647516,0.5359007049647516,0.5359007049647516
2249;a92eca874c79beb2d0fafd0683eba5bf;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.8333125339202713,0.775771152252359,0.6837967206615283,0.5733870515734547,0.4614443726034256,0.36261072786494164,0.2878097866901691,0.2440945336341663
2250;64f696c1a67f92a67a5eae9429139353;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.16668746607972873,0.22422884774764087,0.3162032793384716,0.4266129484265451,0.5385556273965744,0.6373892721350584,0.7121902133098308,0.7559054663658338
2251;47752199b3fc89a5cd21ed14ec823a75;0.9255098629220996,0.9255098629220996,0.9255098629220996,0.9255098629220996,0.9255098629220996,0.9255098629220996,0.9255098629220996,0.9255098629220996;0.02228523984513732,0.10916153253087421,0.2376443793438404,0.3770899217852359,0.5043266113054394,0.6064629000114296,0.6781617411457282,0.7180286035399807
2252;9b08399903462698318396ed3fe24b6c;0.6976353207480824,0.6976353207480824,0.6976353207480824,0.6976353207480824,0.6976353207480824,0.6976353207480824,0.6976353207480824,0.6976353207480824;0.018723888408621568,0.09256737741325809,0.204321679379801,0.32918297654913287,0.44649897692014046,0.5431071311688238,0.6122653252317216,0.6512093831333753
2253;be7998a9550f797057317ef7912acf13;0.23300433853274216,0.21762228763002808,0.1908016039690259,0.1543604686965822,0.11164104601964556,0.06792165165055335,0.03023544515771437,0.006046191739807896;0.3254730520412444,0.3254730520412444,0.3254730520412444,0.3254730520412444,0.3254730520412444,0.3254730520412444,0.3254730520412444,0.3254730520412444
2254;4bbe716e0217b1bf0a3644da71a1e8e3;0.7248621058697617,0.7248621058697617,0.7248621058697617,0.7248621058697617,0.7248621058697617,0.7248621058697617,0.7248621058697617,0.7248621058697617;0.686360295265071,0.6542663924561732,0.5950227766398227,0.5070709243580969,0.3912149480466336,0.2554613093175631,0.12139015908429918,0.02537302160672125
2255;1ea3c3c58c17702e017b915bf79704bc;0.019246549952940215,0.09505524177486817,0.20949295475895396,0.33694003937531875,0.45629094571881573,0.5542890836673305,0.6242844249793945,0.6636420727864782;0.9093543863683513,0.9093543863683513,0.9093543863683513,0.9093543863683513,0.9093543863683513,0.9093543863683513,0.9093543863683513,0.9093543863683513
2256;ff82c5a04eb0cd9d7bab3bb7a1f935dc;0.7812328013208585,0.7812328013208585,0.7812328013208585,0.7812328013208585,0.7812328013208585,0.7812328013208585,0.7812328013208585,0.7812328013208585;0.5699675875756508,0.541246732289975,0.4888002663066238,0.4122761250637417,0.3138378574880216,0.20178195882817204,0.09444790436915243,0.019532204994110403
2257;40eca34f043de8fcd8bc1d4641e1a389;0.4527662937776383,0.42626700679583424,0.3790310733943812,0.312663327836665,0.2314633258378717,0.1443014708274138,0.0656345127549973,0.013310957158411251;0.8020498600601221,0.8020498600601221,0.8020498600601221,0.8020498600601221,0.8020498600601221,0.8020498600601221,0.8020498600601221,0.8020498600601221
2258;07d974e602c5cd3851b16c62a58fcb49;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.8671758269670204,0.7965842114607461,0.6896007401282114,0.5698548859811553,0.45713796046214883,0.3641659407094254,0.2975266996394683,0.2599702005392945
2259;81ea149bd989441e48f70cf969ddfbea;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.1328241730329794,0.20341578853925385,0.3103992598717885,0.43014511401884464,0.5428620395378511,0.6358340592905746,0.7024733003605316,0.7400297994607054
2260;817383e76b3a5f0d3b8352618d87abb1;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.5842928731112936,0.5536216748618643,0.5004991033195021,0.4290394349129299,0.34630368328200184,0.2627662730821355,0.19166063506638165,0.14645457360760358
2261;1fad258ce18f3f37593094374ab94b7a;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.41570712688870626,0.4463783251381357,0.49950089668049785,0.5709605650870699,0.653696316717998,0.7372337269178643,0.8083393649336182,0.8535454263923963
