number;id;xscales;yscales
58;722810ebcdc4219799512ce35d381e94;0.5339664485346604,0.5539731791591157,0.5906168949189722,0.6443396902827144,0.7138980755835976,0.7937033136114268,0.8707764827607467,0.9249408594436292;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
59;92d55a1ea0cc01f1c16467d416a937f9;0.03500611863841642,0.15805568133308137,0.30839804041663943,0.4398469631037808,0.5385400727832661,0.6064597506798357,0.649203130630438,0.6714274455179321;0.7490661075563428,0.7490661075563428,0.7490661075563428,0.7490661075563428,0.7490661075563428,0.7490661075563428,0.7490661075563428,0.7490661075563428
60;a10d98a28ca9db9366b473da2bf16297;0.9674798641185607,0.8935982589000474,0.7819719612693131,0.6575174443716874,0.5408364903834944,0.4449346578783822,0.37638355366063414,0.3378185486221808;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
61;043616055292b7b76acaabf976759f08;0.032520135881439274,0.10640174109995248,0.2180280387306868,0.34248255562831253,0.45916350961650565,0.5550653421216176,0.6236164463393657,0.6621814513778188;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
62;5ea66817f942ed3b8ab166bb9c3ba12f;0.7551694776965028,0.7108615247724036,0.6364324876482833,0.540684753702754,0.4356523404338684,0.3354438335178239,0.25441722709297415,0.20481509202497075;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
63;b91f7d4f3d6e90ca1169e596791c6dca;0.24483052230349722,0.2891384752275963,0.36356751235171647,0.4593152462972459,0.5643476595661314,0.6645561664821759,0.7455827729070257,0.7951849079750293;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
64;f87f0151b2214ee42e60ecdd15d0bcb2;0.8292226266683403,0.8292226266683403,0.8292226266683403,0.8292226266683403,0.8292226266683403,0.8292226266683403,0.8292226266683403,0.8292226266683403;0.03723050191080382,0.16959148722453157,0.3345357934502661,0.48174485734106404,0.5941580658700376,0.6724809439742677,0.7221793389162208,0.7481456929886964
65;3eb646bd268db4de11afd95bf548ecaa;0.08573403761444735,0.07849608510808034,0.06653547579090567,0.05150308953109189,0.03545448076365365,0.02055645059138511,0.008794438143199905,0.0017157465102746535;0.16346251206620696,0.16346251206620696,0.16346251206620696,0.16346251206620696,0.16346251206620696,0.16346251206620696,0.16346251206620696,0.16346251206620696
66;02eb47b05052e2c3d4daca8647b7d68e;0.0634302077199298,0.0634302077199298,0.0634302077199298,0.0634302077199298,0.0634302077199298,0.0634302077199298,0.0634302077199298,0.0634302077199298;0.0009779910383290464,0.0050043258147471235,0.011664113373159778,0.020045500032118555,0.02900728781523768,0.03733936016244377,0.04392625534911373,0.04789413637400015
67;66dc3f35dd08f2cd0316cdf1bcc43fa6;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.6551284338413231,0.6123247027656658,0.5478530096860947,0.4762539647710318,0.40939535757509227,0.35463657458201353,0.31560112491639575,0.2936796894506932
68;4c1cd81676520082469f5b61898429a0;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999;0.34487156615867687,0.3876752972343341,0.4521469903139052,0.523746035228968,0.5906046424249074,0.6453634254179864,0.6843988750836041,0.7063203105493067
69;3fcff45cdb5d88e46f5a3a13983bfb63;0.6775141690066883,0.6395488474317697,0.5713736372988435,0.4744865299823958,0.35416506480858856,0.22277504527131586,0.10215339343137425,0.02083004307045694;0.6978473697797721,0.6978473697797721,0.6978473697797721,0.6978473697797721,0.6978473697797721,0.6978473697797721,0.6978473697797721,0.6978473697797721
70;f250352716bf4bf8e724340fcd1a211f;0.4568015820724443,0.434517149357359,0.3936288974704608,0.3335124850465421,0.2553727084995331,0.1652978100442297,0.07787325386088667,0.016177829554845827;0.6487903225806451,0.6487903225806451,0.6487903225806451,0.6487903225806451,0.6487903225806451,0.6487903225806451,0.6487903225806451,0.6487903225806451
71;efe0829aba793524eac68ab4716dd7a2;0.6013735859256548,0.5700361125602177,0.5142541129401308,0.43604769474161875,0.34063048885736175,0.2385334152283441,0.14667514978196106,0.0857285450753692;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
72;8c47dd112252c6fa7a88de325de76a68;0.39862641407434507,0.42996388743978214,0.48574588705986904,0.563952305258381,0.6593695111426382,0.761466584771656,0.8533248502180386,0.9142714549246308;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
73;b37889c15a1ebc760ffd20eef10fe098;0.39438431057317486,0.37313275309180083,0.3347267477092472,0.2796000107243187,0.21023163352985058,0.13330829354318874,0.06158571673727254,0.012621563805565655;0.6153114546209851,0.6153114546209851,0.6153114546209851,0.6153114546209851,0.6153114546209851,0.6153114546209851,0.6153114546209851,0.6153114546209851
74;2b8f9bdf4dcbc51156dd8bec51c89107;0.945548941114157,0.9075383200570365,0.8471213356066187,0.7751405798235195,0.7027616515984708,0.6393558966530716,0.5916748470308635,0.5639304225312939;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
75;b30d09cf8ecf90ca944eb552a0e247b7;0.054451058885842896,0.09246167994296338,0.15287866439338116,0.22485942017648042,0.2972383484015291,0.3606441033469284,0.4083251529691364,0.436069577468706;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
76;d59209aa52dc5f85f89cb91d2a0d09ad;0.6693758429092853,0.6533664441580302,0.627226076507246,0.5949170222365188,0.5610759834603122,0.5302472179550319,0.5062963084582598,0.49204389921026936;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
77;4241b712bf08fde7eef6dd8788ea8be0;0.3306241570907147,0.34663355584196975,0.3727739234927538,0.4050829777634812,0.4389240165396879,0.4697527820449679,0.49370369154174004,0.5079561007897306;0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
78;cbdec2d80700aca54a81954e6b6c0d78;0.33565442317640953,0.33565442317640953,0.33565442317640953,0.33565442317640953,0.33565442317640953,0.33565442317640953,0.33565442317640953,0.33565442317640953;0.008121472660668113,0.04051580426558293,0.09067625969138621,0.1484001364528511,0.20432532887550697,0.2516622035244413,0.28628722087779057,0.3060635669886631
