1;e83fd0c278dd467b92f04386fa4f3666;0,0,1,1;0,1,0,1;-0.11769,-0.56894999999999996,-0.018251,0.0072423000000000001
2;c2e2a7278a7f4ac6ae2677052ac69494;0,0,1,1;0,1,0,1;0.17772107499999998,-0.28628557499999996,-0.010936075,0.001810575
3;d514f918fa0940a8a680fd5f12c40723;0,0,1,1;0,1,0,1;0.15584892499999997,-0.282664425,-0.010936075,0.001810575
4;be19d0f453a94b929c2a3cd459e9e3fc;0,0,1,1;0,1,0,1;0.039593681249999985,-0.14359543124999999,-0.0050153937499999995,0.00045264375000000001
5;f0f399f0a55a485abc6e5237851d5483;0,0,1,1;0,1,0,1;0.029562893749999989,-0.14269014375,-0.0050153937499999995,0.00045264375000000001
6;4153b75a819744149baf4b684a524702;0,0,1,1;0,1,0,1;0.019532106249999983,-0.14178485624999998,-0.0050153937499999995,0.00045264375000000001
7;cd9004f60b344c6a8d8a16e214ea2e88;0,0,1,1;0,1,0,1;0.0095013187499999874,-0.14087956874999999,-0.0050153937499999995,0.00045264375000000001
8;e72bd7adcc8b4821a478bb3ce027f843;0,0,1,1;0,1,0,1;-0.029809498437500009,-0.07191087656249999,-0.0023945359375000001,0.0001131609375
9;c3420555fa7c4c2a8a7b6ba08b114729;0,0,1,1;0,1,0,1;-0.034598570312500014,-0.071684554687499999,-0.0023945359375000001,0.0001131609375
10;39dc1cedfe334772a1c85bea74de5e6a;0,0,1,1;0,1,0,1;-0.039387642187500016,-0.071458232812499994,-0.0023945359375000001,0.0001131609375
11;0c3516a301e047f6b4e3c9f1d5797f7c;0,0,1,1;0,1,0,1;-0.044176714062500004,-0.07123191093749999,-0.0023945359375000001,0.0001131609375
12;b04a7e0644da4122aa668abf92fec077;0,0,1,1;0,1,0,1;-0.048965785937500013,-0.071005589062499999,-0.0023945359375000001,0.0001131609375
13;fa3737e076934093a91df084c77205de;0,0,1,1;0,1,0,1;-0.053754857812500001,-0.070779267187499995,-0.0023945359375000001,0.0001131609375
14;6f2ead1d86494728915f82538017fbe4;0,0,1,1;0,1,0,1;-0.058543929687500003,-0.07055294531249999,-0.0023945359375000001,0.0001131609375
15;8318289c491549bdb6fcdbcfaccf4cf2;0,0,1,1;0,1,0,1;-0.063333001562500005,-0.070326623437499999,-0.0023945359375000001,0.0001131609375
16;514fbb5d6cfd495e9972951507b8197c;0,0,1,1;0,1,0,1;0.0073714980468749837,-0.035983728515625001,-0.001225558203125,2.8290234375e-05
17;1a7705328bd14458bf744a87f639dc4b;0,0,1,1;0,1,0,1;0.0049203816406249816,-0.035927148046874996,-0.001225558203125,2.8290234375e-05
18;ab240b620e1348d081428e4d75e7e0fa;0,0,1,1;0,1,0,1;0.0024692652343749795,-0.035870567578124998,-0.001225558203125,2.8290234375e-05
19;26bb3bff776e4f359f43f9cf8f3f9a2c;0,0,1,1;0,1,0,1;1.8148828124977721e-05,-0.035813987109375001,-0.001225558203125,2.8290234375e-05
20;283a36c1584a47b7ab37f1e90b16d1f0;0,0,1,1;0,1,0,1;-0.0024329675781250108,-0.035757406640624996,-0.001225558203125,2.8290234375e-05
21;4ef2a7d807ac435298a1d11be4424110;0,0,1,1;0,1,0,1;-0.0048840839843750129,-0.035700826171874998,-0.001225558203125,2.8290234375e-05
22;5054a44d3cf04c0486376e6b042f60a0;0,0,1,1;0,1,0,1;-0.007335200390625015,-0.035644245703125001,-0.001225558203125,2.8290234375e-05
23;62a4febc8be54cfcb320a2cf9b695a72;0,0,1,1;0,1,0,1;-0.0097863167968750171,-0.035587665234374996,-0.001225558203125,2.8290234375e-05
24;1b8d8e58dd884323ae6289673f4b3389;0,0,1,1;0,1,0,1;-0.012237433203125019,-0.035531084765624998,-0.001225558203125,2.8290234375e-05
25;40c7e26bd5e642e692006e6f91859332;0,0,1,1;0,1,0,1;-0.014688549609375021,-0.035474504296874994,-0.001225558203125,2.8290234375e-05
26;4d5d716df3f848f5a61d0680326a219f;0,0,1,1;0,1,0,1;-0.017139666015625023,-0.035417923828124996,-0.001225558203125,2.8290234375e-05
27;13217a1002e946898cf74d43ba08b3c5;0,0,1,1;0,1,0,1;-0.019590782421875026,-0.035361343359374998,-0.001225558203125,2.8290234375e-05
28;6c04ed35564b40009195bc80e1fd42ee;0,0,1,1;0,1,0,1;-0.022041898828125028,-0.035304762890624994,-0.001225558203125,2.8290234375e-05
29;d8c6fda5292c4cceae95cc64dc548473;0,0,1,1;0,1,0,1;-0.02449301523437503,-0.035248182421874996,-0.001225558203125,2.8290234375e-05
30;a8731940371f4c4db081dd0ba0adb195;0,0,1,1;0,1,0,1;-0.026944131640625004,-0.035191601953124999,-0.001225558203125,2.8290234375e-05
31;998a9fcaaa62445dbf7358811848947b;0,0,1,1;0,1,0,1;-0.029395248046875006,-0.035135021484374994,-0.001225558203125,2.8290234375e-05
