1;0a96c8d6dc0ed2d3d4032f3df7e72eef;0,1,0,1;0,0,1,1;-0.11769,-0.018251,-0.56895,0.0072423
2;bc96c4dc5c584f94a9ae700d156ebc52;0,0,1,1;0,1,0,1;0.17772107499999998,-0.28628557499999996,-0.010936075,0.001810575
3;e59354802ad04188a3023184838c346b;0,0,1,1;0,1,0,1;0.15584892499999997,-0.282664425,-0.010936075,0.001810575
4;4f2941b903f64ce9a2f6b635c8caaa4e;0,0,1,1;0,1,0,1;0.039593681249999985,-0.14359543124999999,-0.0050153937499999995,0.00045264375000000001
5;ac284633ea344f148d154838203908b5;0,0,1,1;0,1,0,1;0.029562893749999989,-0.14269014375,-0.0050153937499999995,0.00045264375000000001
6;f18f569d14a543669dfbd85706303639;0,0,1,1;0,1,0,1;0.019532106249999983,-0.14178485624999998,-0.0050153937499999995,0.00045264375000000001
7;d035db0262db45e196f1931470604967;0,0,1,1;0,1,0,1;0.0095013187499999874,-0.14087956874999999,-0.0050153937499999995,0.00045264375000000001
8;fcad60de95be40638c15e6ed982f8e74;0,0,1,1;0,1,0,1;-0.029809498437500009,-0.07191087656249999,-0.0023945359375000001,0.0001131609375
9;b84810293df541fea4d2544c36b8f14b;0,0,1,1;0,1,0,1;-0.034598570312500014,-0.071684554687499999,-0.0023945359375000001,0.0001131609375
10;40624043cdd342eba00dabce0d9569b9;0,0,1,1;0,1,0,1;-0.039387642187500016,-0.071458232812499994,-0.0023945359375000001,0.0001131609375
11;283e5f2f28fb4ff3b6a0646d3b185998;0,0,1,1;0,1,0,1;-0.044176714062500004,-0.07123191093749999,-0.0023945359375000001,0.0001131609375
12;c3265acb875f4ef59bb016c2efa619b6;0,0,1,1;0,1,0,1;-0.048965785937500013,-0.071005589062499999,-0.0023945359375000001,0.0001131609375
13;3b3f71293a5d4c139d1e57e5703023bf;0,0,1,1;0,1,0,1;-0.053754857812500001,-0.070779267187499995,-0.0023945359375000001,0.0001131609375
14;0a86c3bc379f4e70bb13ac8d9697047e;0,0,1,1;0,1,0,1;-0.058543929687500003,-0.07055294531249999,-0.0023945359375000001,0.0001131609375
15;defaa6f8e7044b89afc7dc93e5239e38;0,0,1,1;0,1,0,1;-0.063333001562500005,-0.070326623437499999,-0.0023945359375000001,0.0001131609375
