number;id;nodes_x;nodes_y;weights
1;a6a068a075e6d37a96b3922d38cc56b0;-0.9744110703468323,-0.8330334424972534,-0.5987619161605835,-0.303174614906311,0.01381625235080719,0.3094035089015961,0.5436750650405884,0.6850526928901672,-0.9737359881401062,-0.8431134819984436,-0.6266638040542603,-0.3535629510879517,-0.06068670749664307,0.2124141454696655,0.4288638234138489,0.5594863295555115,-0.9740955233573914,-0.8583455681800842,-0.6665406823158264,-0.424534797668457,-0.1650051921606064,0.07700067758560181,0.2688055634498596,0.3845555186271667,-0.9763298034667969,-0.8756294846534729,-0.7087627649307251,-0.4982221126556396,-0.2724360823631287,-0.0618954598903656,0.1049712896347046,0.205671638250351,-0.9802924394607544,-0.8924070596694946,-0.7467755079269409,-0.5630279183387756,-0.365975022315979,-0.1822274327278137,-0.03659588098526001,0.05128952860832214,-0.9841240644454956,-0.9060494303703308,-0.7766748666763306,-0.6134392023086548,-0.4383835792541504,-0.2751479148864746,-0.1457733511924744,-0.06769871711730957,-0.9880008697509766,-0.9165046215057373,-0.7980309128761292,-0.6485491394996643,-0.4882432818412781,-0.3387615084648132,-0.2202877998352051,-0.1487915515899658,-0.991107702255249,-0.9231822490692139,-0.8106256127357483,-0.668609619140625,-0.5163100957870483,-0.374294102191925,-0.2617374360561371,-0.1938120424747467;-0.960350513458252,-0.9603396058082581,-0.9603279829025269,-0.9603136777877808,-0.9602878093719482,-0.9602243900299072,-0.9602523446083069,-0.9601778984069824,-0.7967168092727661,-0.796707808971405,-0.7966982126235962,-0.7966862916946411,-0.796664834022522,-0.7966122627258301,-0.7966353893280029,-0.7965736389160156,-0.5255656242370605,-0.5255597829818726,-0.5255534648895264,-0.5255454778671265,-0.5255312919616699,-0.525496780872345,-0.5255119204521179,-0.5254712104797363,-0.1834462285041809,-0.1834443658590317,-0.1834421902894974,-0.1834391355514526,-0.1834341585636139,-0.1834223866462708,-0.183427557349205,-0.1834132820367813,0.1834462285041809,0.1834437996149063,0.1834415048360825,0.1834392845630646,0.183434396982193,0.1834217309951782,0.1834273785352707,0.1834131926298141,0.5255656242370605,0.5255591869354248,0.5255527496337891,0.525545597076416,0.525531530380249,0.5254960656166077,0.5255118012428284,0.5254710912704468,0.7967168092727661,0.7967072129249573,0.7966974973678589,0.7966864109039307,0.7966650724411011,0.7966115474700928,0.7966352701187134,0.7965735197067261,0.960350513458252,0.9603390097618103,0.9603272676467896,0.9603137969970703,0.9602880477905273,0.9602236747741699,0.9602522253990173,0.9601777791976929;0.008854596875607967,0.01945174299180508,0.02743968740105629,0.03172322362661362,0.03172237053513527,0.02743672765791416,0.0194499809294939,0.008853004314005375,0.01797218807041645,0.03948123008012772,0.05569437518715858,0.06438867747783661,0.06438694894313812,0.05568836629390717,0.03947765007615089,0.01796895638108253,0.02246620319783688,0.04935366660356522,0.06962097436189651,0.08048932254314423,0.08048715442419052,0.06961345672607422,0.04934919625520706,0.02246216498315334,0.02259665541350842,0.04964024946093559,0.070025235414505,0.08095669001340866,0.08095452189445496,0.07001768052577972,0.04963574931025505,0.02259259484708309,0.01972104422748089,0.04332311451435089,0.06111394241452217,0.07065428793430328,0.07065238058567047,0.06110734865069389,0.04331919178366661,0.0197174996137619,0.01515370607376099,0.03328960388898849,0.04696012660861015,0.05429094657301903,0.05428948998451233,0.04695506021380424,0.03328658640384674,0.01515098009258509,0.009837077930569649,0.02161005325615406,0.03048432059586048,0.03524314612150192,0.03524219989776611,0.03048103116452694,0.02160809561610222,0.009835309349000454,0.004254224710166454,0.009345663711428642,0.01318350248038769,0.01524154376238585,0.01524113491177559,0.01318207941949368,0.009344817139208317,0.004253459628671408
2;d04baa82e0f807196c45450786d616ab;0.7165363430976868,0.7396769523620605,0.7780223488807678,0.8264038562774658,0.878288745880127,0.926670253276825,0.9650156497955322,0.988156259059906,0.5998237133026123,0.6331902146339417,0.6884806156158447,0.758242130279541,0.8330550193786621,0.9028165340423584,0.9581069350242615,0.9914734363555908,0.4284341037273407,0.4762282967567444,0.5554262399673462,0.6553526520729065,0.7625147700309753,0.8624411821365356,0.9416391253471375,0.9894332885742188,0.2492956519126892,0.3119750618934631,0.4158387780189514,0.5468866229057312,0.6874237656593323,0.8184716105461121,0.9223353266716003,0.9850147366523743,0.09370028972625732,0.1692507266998291,0.2944424748420715,0.4524006247520447,0.6217965483665466,0.7797546982765198,0.9049464464187622,0.980496883392334,-0.0250379741191864,0.06041878461837769,0.2020260095596313,0.3806959986686707,0.5723035335540771,0.7509735226631165,0.8925807476043701,0.9780374765396118,-0.1046580076217651,-0.01238903403282166,0.1405064463615417,0.3334191143512726,0.540300726890564,0.7332133650779724,0.8861088752746582,0.9783778190612793,-0.1475964188575745,-0.0515802800655365,0.1075243949890137,0.3082714378833771,0.5235546827316284,0.7243016958236694,0.883406400680542,0.9794225096702576;-0.960414707660675,-0.9604791402816772,-0.9603961706161499,-0.9603593945503235,-0.9603831171989441,-0.960311233997345,-0.960393488407135,-0.9604259133338928,-0.7967700958251953,-0.7968236207962036,-0.796754777431488,-0.7967242002487183,-0.7967438697814941,-0.7966843247413635,-0.7967525124549866,-0.7967793941497803,-0.525600790977478,-0.5256361365318298,-0.5255907773971558,-0.5255704522132874,-0.5255834460258484,-0.525544285774231,-0.5255891680717468,-0.5256069302558899,-0.1834584921598434,-0.1834710240364075,-0.183455228805542,-0.183447852730751,-0.1834523528814316,-0.1834389865398407,-0.1834545135498047,-0.1834606528282166,0.1834584921598434,0.1834704577922821,0.1834545433521271,0.183448001742363,0.1834525913000107,0.1834383308887482,0.1834543347358704,0.1834605634212494,0.525600790977478,0.5256355404853821,0.5255900621414185,0.5255705714225769,0.5255836844444275,0.5255435705184937,0.5255890488624573,0.5256068110466003,0.7967700958251953,0.7968230247497559,0.7967540621757507,0.7967243194580078,0.7967441082000732,0.7966836094856262,0.796752393245697,0.7967792749404907,0.960414707660675,0.9604785442352295,0.9603954553604126,0.960359513759613,0.9603833556175232,0.9603105187416077,0.9603933691978455,0.9604257941246033;0.001449411502107978,0.003184311324730515,0.004491629544645548,0.005192684009671211,0.005192812532186508,0.004491232335567474,0.003184028202667832,0.001449428382329643,0.004591162316501141,0.01008663699030876,0.01422770600765944,0.01644836738705635,0.01644877530634403,0.01422644685953856,0.01008574105799198,0.004591215401887894,0.009277117438614368,0.02038153447210789,0.02874916791915894,0.03323634341359138,0.03323716670274734,0.02874662540853024,0.02037972025573254,0.009277224540710449,0.01406589057296515,0.0309023167937994,0.04358925670385361,0.05039267987012863,0.05039392411708832,0.0435854010283947,0.03089956939220428,0.01406605262309313,0.01695427484810352,0.03724800422787666,0.05254016444087029,0.06074064970016479,0.06074215471744537,0.0525355190038681,0.03724469244480133,0.01695447042584419,0.01658763363957405,0.03644250705838203,0.0514039658010006,0.05942710861563683,0.05942858010530472,0.05139941722154617,0.03643926233053207,0.01658782549202442,0.01269602216780186,0.02789275720715523,0.03934412449598312,0.04548496380448341,0.04548608884215355,0.03934064880013466,0.0278902780264616,0.01269616931676865,0.006013969890773296,0.01321250200271606,0.01863689161837101,0.02154574170708656,0.02154627442359924,0.01863524131476879,0.0132113266736269,0.006014039274305105
3;9c469d7854cdb09290680f17cdd18fee;-0.9760063886642456,-0.8816712498664856,-0.7253520488739014,-0.5281194448471069,-0.3166052103042603,-0.1193726360797882,0.03694659471511841,0.1312817335128784,-0.9760019779205322,-0.8816652297973633,-0.7253434658050537,-0.5281077027320862,-0.3165900111198425,-0.1193542182445526,0.03696754574775696,0.1313042640686035,-0.9769663214683533,-0.8824682235717773,-0.7258790731430054,-0.5283058881759644,-0.3164263069629669,-0.1188531219959259,0.03773605823516846,0.1322341561317444,-0.9769798517227173,-0.8824900388717651,-0.7259145975112915,-0.5283588171005249,-0.3164979219436646,-0.1189421117305756,0.03763332962989807,0.1321231126785278,-0.9771691560745239,-0.8826555609703064,-0.7260407209396362,-0.5284351110458374,-0.3165208697319031,-0.1189152896404266,0.03769958019256592,0.1322131454944611,-0.9772927165031433,-0.8827695846557617,-0.7261388301849365,-0.5285133123397827,-0.3165775537490845,-0.1189520061016083,0.03767871856689453,0.1322018504142761,-0.9777367115020752,-0.8831384181976318,-0.7263830900192261,-0.5286003947257996,-0.3164961338043213,-0.1187134087085724,0.03804188966751099,0.1326402127742767,-0.9778550863265991,-0.8832157850265503,-0.7263925671577454,-0.5285241603851318,-0.3163279592990875,-0.1184595227241516,0.03836369514465332,0.1330029964447021;-0.9802052974700928,-0.9814407825469971,-0.9837853908538818,-0.9856126308441162,-0.9890023469924927,-0.992631196975708,-0.9961159825325012,-0.9987162947654724,-0.8965601921081543,-0.9025180339813232,-0.9133020639419556,-0.9273433685302734,-0.9457244277000427,-0.965678334236145,-0.9839634895324707,-0.9963170289993286,-0.7579550743103027,-0.7717381119728088,-0.7965067625045776,-0.8307876586914062,-0.8740103244781494,-0.921015739440918,-0.9638261198997498,-0.9923413395881653,-0.5830729007720947,-0.60672926902771,-0.6491427421569824,-0.7089604139328003,-0.7835265398025513,-0.8646636605262756,-0.9384182095527649,-0.9873250722885132,-0.3955274224281311,-0.4297720193862915,-0.4911079704761505,-0.5783116817474365,-0.6864907741546631,-0.8042311072349548,-0.9111704230308533,-0.9819456338882446,-0.2206452488899231,-0.2647631764411926,-0.3437439203262329,-0.456484466791153,-0.5960069894790649,-0.7478790283203125,-0.8857625126838684,-0.9769293665885925,-0.08204010128974915,-0.1339832544326782,-0.226948618888855,-0.3599287271499634,-0.5242928862571716,-0.7032164335250854,-0.8656251430511475,-0.9729536771774292,0.001605004072189331,-0.05506047606468201,-0.1564652621746063,-0.301659494638443,-0.4810149967670441,-0.6762635707855225,-0.8534726500511169,-0.9705544114112854;0.003020156640559435,0.006260168738663197,0.007886717095971107,0.007537952158600092,0.005598606076091528,0.003015884198248386,0.0009639356867410243,8.662902837386355e-05,0.00663485424593091,0.01375269796699286,0.0173259936273098,0.01655980758368969,0.01229934021830559,0.006625468377023935,0.002117629395797849,0.0001903116353787482,0.009375612251460552,0.01943373121321201,0.0244830995798111,0.02340041287243366,0.01738001219928265,0.009362348355352879,0.002992389956489205,0.0002689264947548509,0.01083841733634472,0.02246582694351673,0.02830301038920879,0.0270514003932476,0.02009168267250061,0.01082308404147625,0.003459269879385829,0.0003108850214630365,0.01084114611148834,0.02247148565948009,0.02831013686954975,0.02705821394920349,0.02009674347937107,0.01082580909132957,0.003460140898823738,0.0003109633107669652,0.009378097020089626,0.01943888328969479,0.02448958903551102,0.02340661734342575,0.01738462038338184,0.009364830330014229,0.002993183443322778,0.0002689977991394699,0.006653253454715014,0.01379083562642336,0.01737404055893421,0.01660572923719883,0.01233344711363316,0.006643841043114662,0.002123501850292087,0.0001908393896883354,0.003029893850907683,0.006280350964516401,0.007912144064903259,0.007562254555523396,0.005616656038910151,0.003025607205927372,0.0009670433937571943,8.690833055879921e-05
4;c462ab1cc4dd0821f5a42dd03d2c9dc0;-0.9063668251037598,-0.7472396492958069,-0.4835560321807861,-0.1508586704730988,0.2059294581413269,0.5386267900466919,0.8023104071617126,0.9614375829696655,-0.9066076278686523,-0.747471034526825,-0.4837717413902283,-0.1510546505451202,0.2057546675205231,0.5384717583656311,0.8021710515022278,0.9613076448440552,-0.9069783091545105,-0.7478289008140564,-0.4841083586215973,-0.1513644009828568,0.2054737061262131,0.5382176637649536,0.8019382357597351,0.9610876441001892,-0.9070993065834045,-0.7479837536811829,-0.484319269657135,-0.1516461223363876,0.2051160484552383,0.5377891659736633,0.8014536499977112,0.9605692028999329,-0.907874584197998,-0.7486651539802551,-0.4848451614379883,-0.1519757807254791,0.2049968540668488,0.5378662347793579,0.8016862273216248,0.9608956575393677,-0.9075289964675903,-0.748395562171936,-0.4847015738487244,-0.1519912034273148,0.2048109322786331,0.5375213027000427,0.8012152910232544,0.9603487253189087,-0.9078416228294373,-0.7486608028411865,-0.4848882853984833,-0.152078777551651,0.2048296332359314,0.5376391410827637,0.8014116287231445,0.9605924487113953,-0.9086443781852722,-0.749328076839447,-0.4853309988975525,-0.1522381603717804,0.2049740850925446,0.5380669236183167,0.8020640015602112,0.9613803029060364;0.9849404692649841,0.9367340803146362,0.8491405248641968,0.7170366048812866,0.5391571521759033,0.3242128789424896,0.1013448238372803,-0.06512188911437988,0.9859538078308105,0.9415504336357117,0.8612740039825439,0.740198016166687,0.5773991346359253,0.3806891441345215,0.1765604317188263,0.02399429678916931,0.9876329302787781,0.9495314359664917,0.8813799619674683,0.7785779237747192,0.6407685279846191,0.4742738008499146,0.3011974096298218,0.1716654300689697,0.9897516369819641,0.9596013426780701,0.9067481756210327,0.8270029425621033,0.7207234501838684,0.5923523306846619,0.4584555625915527,0.3579863905906677,0.9920236468315125,0.9704003930091858,0.9339534044265747,0.8789344429969788,0.8064679503440857,0.7189809679985046,0.6271008253097534,0.5577989220619202,0.9941423535346985,0.9804702997207642,0.9593216180801392,0.9273594617843628,0.886422872543335,0.837059497833252,0.7843589782714844,0.7441198825836182,0.995821475982666,0.9884513020515442,0.9794275760650635,0.965739369392395,0.9497922658920288,0.930644154548645,0.9089959859848022,0.8917909860610962,0.9968348145484924,0.9932676553726196,0.9915610551834106,0.9889007806777954,0.9880342483520508,0.9871203899383545,0.9842115640640259,0.9809072017669678;6.171833956614137e-05,0.0006444272003136575,0.002290161792188883,0.0050541702657938,0.008344978094100952,0.01065973285585642,0.01006381399929523,0.005427707452327013,0.0001355922286165878,0.0014157755067572,0.005031375680118799,0.01110376976430416,0.01833351701498032,0.02341892197728157,0.02210971526801586,0.01192441210150719,0.0001912915467983112,0.001997355604544282,0.007098191883414984,0.01566503569483757,0.02586466073989868,0.03303907439112663,0.03119206987321377,0.01682278886437416,0.0002211096871178597,0.00230869953520596,0.008204643614590168,0.01810687407851219,0.02989639341831207,0.03818914666771889,0.03605422750115395,0.01944509148597717,0.0002212401159340516,0.002310061361640692,0.008209483698010445,0.01811755448579788,0.02991402894258499,0.03821166977286339,0.03607549518346786,0.01945656165480614,0.0001912722655106336,0.001997154438868165,0.007097476162016392,0.01566345803439617,0.02586205303668976,0.03303574770689011,0.03118892572820187,0.01682109199464321,0.0001356298744212836,0.001416168757714331,0.00503277312964201,0.01110685337334871,0.01833860762417316,0.02342542819678783,0.02211585827171803,0.01192772481590509,6.179170304676518e-05,0.0006451932131312788,0.002292884280905128,0.005060177762061357,0.008354897610843182,0.01067240443080664,0.01007577776908875,0.005434159189462662
5;86791adeb24851ae9bd3f4419416f295;-0.9621344208717346,-0.7981967926025391,-0.5265419483184814,-0.183787003159523,0.1837869435548782,0.5265418291091919,0.7981966733932495,0.9621343016624451,-0.9625675678253174,-0.7985561490058899,-0.5267789363861084,-0.1838697046041489,0.1838697344064713,0.5267789363861084,0.7985561490058899,0.9625675678253174,-0.9622194170951843,-0.7982673048973083,-0.5265884399414062,-0.1838032007217407,0.1838032603263855,0.5265884399414062,0.7982673048973083,0.9622194170951843,-0.9621522426605225,-0.7982115745544434,-0.5265517234802246,-0.1837905049324036,0.1837902367115021,0.5265514850616455,0.7982113361358643,0.9621520042419434,-0.9619436860084534,-0.7980385422706604,-0.5264374613761902,-0.1837503910064697,0.1837508082389832,0.5264378190040588,0.7980388998985291,0.961944043636322,-0.9618653655052185,-0.7979735732078552,-0.5263947248458862,-0.1837356984615326,0.1837354302406311,0.5263944864273071,0.7979733347892761,0.9618651270866394,-0.9616727828979492,-0.7978137731552124,-0.5262892842292786,-0.183698832988739,0.1836987435817719,0.526289165019989,0.7978136539459229,0.9616726636886597,-0.9615454077720642,-0.7977081537246704,-0.5262195467948914,-0.1836744546890259,0.1836744844913483,0.5262195467948914,0.7977081537246704,0.9615454077720642;-0.9611690640449524,-0.9645246863365173,-0.9676998853683472,-0.969525158405304,-0.9707810282707214,-0.9690030813217163,-0.966907262802124,-0.9653316736221313,-0.8069226145744324,-0.8124859929084778,-0.8191289305686951,-0.8247775435447693,-0.8295854926109314,-0.8313215374946594,-0.832080066204071,-0.8321367502212524,-0.5513266921043396,-0.5605483651161194,-0.5729376077651978,-0.5849217176437378,-0.5956156849861145,-0.6031745672225952,-0.6086629629135132,-0.6114243268966675,-0.228833794593811,-0.2426713407039642,-0.2623108625411987,-0.2822886407375336,-0.3004091084003448,-0.315314918756485,-0.326771080493927,-0.3329450786113739,0.1170109808444977,0.09822333604097366,0.07080859690904617,0.04225829988718033,0.01617351174354553,-0.00661119818687439,-0.02446725964546204,-0.03430101275444031,0.4395038485527039,0.4161003828048706,0.381435364484787,0.3448913991451263,0.3113800883293152,0.2812484800815582,0.2574245929718018,0.2441782355308533,0.6950997710227966,0.6680379509925842,0.6276267170906067,0.5847472548484802,0.5453498959541321,0.5093954205513,0.4808416962623596,0.4648906290531158,0.8493462204933167,0.8200766444206238,0.7761976718902588,0.7294948697090149,0.6865454316139221,0.6470769643783569,0.6156688928604126,0.5980855226516724;0.009678524918854237,0.02095766924321651,0.02889007516205311,0.03254098072648048,0.03174243494868279,0.02677260339260101,0.01858516596257687,0.008357605896890163,0.02127156592905521,0.04606099426746368,0.06349492073059082,0.0715189203619957,0.06976386159658432,0.05884111672639847,0.04084667563438416,0.01836843602359295,0.02999634295701981,0.06495343893766403,0.0895380899310112,0.1008532270789146,0.09837830811738968,0.08297546952962875,0.05760040879249573,0.02590245939791203,0.03467706590890884,0.0750889778137207,0.103509895503521,0.1165906861424446,0.1137295737862587,0.09592323005199432,0.06658855825662613,0.02994436025619507,0.03466956317424774,0.07507272809743881,0.1034874990582466,0.1165654510259628,0.1137049645185471,0.0959024652838707,0.06657414138317108,0.02993788011372089,0.02998530119657516,0.0649295300245285,0.08950513601303101,0.1008161008358002,0.09834209829568863,0.08294492959976196,0.05757920444011688,0.02589292451739311,0.02125179022550583,0.04601816833019257,0.06343588978052139,0.07145243138074875,0.0696990042924881,0.05878641456365585,0.04080870002508163,0.0183513592928648,0.009672600775957108,0.02094484120607376,0.02887239120900631,0.03252106159925461,0.03172300010919571,0.02675621397793293,0.01857378706336021,0.008352490141987801
6;7ab7046e3fa23fd4161c3d644e6640d6;-0.9607763290405273,-0.7970700860023499,-0.5257986783981323,-0.1835275739431381,0.1835275143384933,0.5257985591888428,0.7970699667930603,0.9607762098312378,-0.9600200653076172,-0.7964426875114441,-0.525384783744812,-0.1833830922842026,0.183383122086525,0.525384783744812,0.7964426875114441,0.9600200653076172,-0.9603654146194458,-0.7967292070388794,-0.5255737900733948,-0.1834490448236465,0.1834491044282913,0.5255737900733948,0.7967292070388794,0.9603654146194458,-0.9598391652107239,-0.7962926030158997,-0.5252858400344849,-0.1833486557006836,0.1833483874797821,0.5252856016159058,0.7962923645973206,0.9598389267921448,-0.9609256982803345,-0.7971940040588379,-0.5258803367614746,-0.1835559159517288,0.1835563331842422,0.5258806943893433,0.7971943616867065,0.9609260559082031,-0.9602155685424805,-0.7966048717498779,-0.5254918336868286,-0.1834205538034439,0.1834202855825424,0.5254915952682495,0.7966046333312988,0.9602153301239014,-0.9604699611663818,-0.7968159317970276,-0.5256310105323792,-0.1834690719842911,0.1834689825773239,0.5256308913230896,0.796815812587738,0.9604698419570923,-0.9608772993087769,-0.7971538901329041,-0.5258539319038391,-0.1835468411445618,0.1835468709468842,0.5258539319038391,0.7971538901329041,0.9608772993087769;0.8865470290184021,0.8608484864234924,0.8188116550445557,0.7684386968612671,0.7169921398162842,0.6718031167984009,0.6375776529312134,0.6176573038101196,0.8962123394012451,0.8726879954338074,0.8340451717376709,0.7878497838973999,0.7406920194625854,0.6992443203926086,0.6678542494773865,0.6496630907058716,0.9122283458709717,0.8923067450523376,0.8592881560325623,0.8200151920318604,0.7799641489982605,0.7447160482406616,0.7180244922637939,0.7026987075805664,0.9324361681938171,0.9170603156089783,0.891137957572937,0.8605992794036865,0.8295150399208069,0.8020890951156616,0.7813257575035095,0.7696152925491333,0.9541072249412537,0.9436063170433044,0.925294041633606,0.904121994972229,0.8826538920402527,0.8636165857315063,0.8492106795310974,0.8413773775100708,0.9743150472640991,0.9683598875999451,0.9571438431739807,0.9447060823440552,0.9322047829627991,0.9209896326065063,0.912511944770813,0.9082939624786377,0.9903310537338257,0.9879786372184753,0.9823868274688721,0.9768714904785156,0.9714769124984741,0.9664613604545593,0.9626821875572205,0.9613295793533325,0.9999963641166687,0.9998181462287903,0.9976203441619873,0.9962825775146484,0.9951767921447754,0.9939025640487671,0.9929587841033936,0.9933353662490845;0.0006056131678633392,0.001629702281206846,0.002958032768219709,0.004357688128948212,0.005320494063198566,0.005328489933162928,0.004167568404227495,0.00200543855316937,0.001329377060756087,0.003577347612008452,0.006493156775832176,0.00956552941352129,0.01167897693812847,0.01169652957469225,0.009148199111223221,0.004402123391628265,0.001875989022664726,0.005048278253525496,0.009163007140159607,0.01349867507815361,0.01648112758994102,0.01650589890778065,0.01290974766016006,0.006212184671312571,0.0021676872856915,0.005833236966282129,0.01058776583522558,0.01559758931398392,0.01904378645122051,0.01907240599393845,0.0149170896038413,0.007178119849413633,0.002170141786336899,0.005839841905981302,0.01059975475072861,0.01561524998396635,0.01906534843146801,0.01909400150179863,0.01493398007005453,0.007186247501522303,0.001875696005299687,0.005047489888966084,0.009161575697362423,0.01349656656384468,0.01647855527698994,0.01650332100689411,0.0129077322781086,0.006211214698851109,0.001329999882727861,0.003579023759812117,0.006496199406683445,0.009570011869072914,0.01168445032089949,0.01170201040804386,0.009152485989034176,0.004404186736792326,0.0006056769052520394,0.001629873760975897,0.002958344295620918,0.004358146339654922,0.00532105378806591,0.005329050123691559,0.004168007057160139,0.002005649730563164
7;5e9ca2a2b1419a14102e743419fc21cc;-0.9673150777816772,-0.823883056640625,-0.5862073302268982,-0.2863248884677887,0.03527221083641052,0.33515465259552,0.5728304386138916,0.7162623405456543,-0.9700112342834473,-0.8375331163406372,-0.6180086135864258,-0.341028094291687,-0.04399128258228302,0.2329892218112946,0.452513724565506,0.5849918127059937,-0.9732998609542847,-0.8587111234664917,-0.668830394744873,-0.4292523264884949,-0.1723263114690781,0.06725174188613892,0.2571324408054352,0.3717211782932281,-0.9781153202056885,-0.8853552937507629,-0.7316461801528931,-0.5377068519592285,-0.3297242522239685,-0.1357849538326263,0.01792418956756592,0.1106842458248138,-0.9846839308738708,-0.9143630862236023,-0.7978370189666748,-0.6508127450942993,-0.4931422770023346,-0.3461179733276367,-0.2295919060707092,-0.1592710614204407,-0.9914402961730957,-0.9412214756011963,-0.8580058813095093,-0.7530102133750916,-0.6404117941856384,-0.5354161262512207,-0.4522005021572113,-0.4019817113876343,-0.9964256286621094,-0.9615452289581299,-0.9037461876869202,-0.8308194875717163,-0.7526121139526367,-0.6796854138374329,-0.6218863725662231,-0.5870059728622437,-0.9943186044692993,-0.9685558676719666,-0.9258652925491333,-0.8720014095306396,-0.8142372369766235,-0.7603733539581299,-0.7176827788352966,-0.6919200420379639;-0.9604340791702271,-0.9602799415588379,-0.9601976871490479,-0.9602826237678528,-0.9603230357170105,-0.96036297082901,-0.9602429866790771,-0.9601772427558899,-0.7967861890792847,-0.7966583371162415,-0.7965901494026184,-0.7966604828834534,-0.7966940402984619,-0.7967272400856018,-0.7966276407241821,-0.7965731024742126,-0.5256113409996033,-0.5255271196365356,-0.525482177734375,-0.5255284309387207,-0.5255505442619324,-0.5255725979804993,-0.5255067944526672,-0.5254708528518677,-0.1834621876478195,-0.1834329664707184,-0.1834173053503036,-0.1834331899881363,-0.1834408789873123,-0.1834488660097122,-0.1834257543087006,-0.1834131628274918,0.1834621876478195,0.183432400226593,0.1834166198968887,0.1834333389997482,0.1834411174058914,0.1834482103586197,0.1834255754947662,0.1834130734205246,0.5256113409996033,0.5255265235900879,0.5254814624786377,0.5255285501480103,0.5255507826805115,0.525571882724762,0.5255066752433777,0.5254707336425781,0.7967861890792847,0.7966577410697937,0.7965894341468811,0.7966606020927429,0.796694278717041,0.7967265248298645,0.7966275215148926,0.7965729832649231,0.9604340791702271,0.9602793455123901,0.9601969718933105,0.9602827429771423,0.9603232741355896,0.9603622555732727,0.9602428674697876,0.9601771235466003;0.008984045125544071,0.01973317004740238,0.02783463709056377,0.03218315169215202,0.03218451142311096,0.02783942967653275,0.01973241567611694,0.008981642313301563,0.01822908408939838,0.04003960639238358,0.05647790431976318,0.06530126184225082,0.06530401110649109,0.05648762360215187,0.04003807529807091,0.01822420954704285,0.02224275842308998,0.04885551705956459,0.06891318410634995,0.07967926561832428,0.07968262583017349,0.06892505288124084,0.04885364696383476,0.02223680913448334,0.02081670239567757,0.04572322592139244,0.06449493020772934,0.07457076758146286,0.07457391172647476,0.06450603157281876,0.04572147876024246,0.02081113308668137,0.01578102447092533,0.03466252610087395,0.04889325052499771,0.05653169006109238,0.05653407052159309,0.04890166595578194,0.03466119989752769,0.01577680371701717,0.009747940115630627,0.02141104266047478,0.03020136244595051,0.034919623285532,0.03492109477519989,0.03020656108856201,0.02141022495925426,0.009745332412421703,0.004799569491297007,0.01054210215806961,0.01487017143517733,0.01719328947365284,0.01719401404261589,0.01487273164093494,0.0105416988953948,0.004798285663127899,0.001613684464246035,0.00354440719820559,0.00499956589192152,0.005780631676316261,0.005780875682830811,0.005000426433980465,0.003544271690770984,0.001613253029063344
