number;id;weights_scaled
28;b37cb180d2e68189e6fbde47a6798268;8.5746965693307846e-05 1.8812085865776762e-04 2.6304570034934395e-04 3.0287742247609562e-04 3.0379638088730212e-04 2.6101261651196786e-04 1.8601493740512797e-04 8.4798498056316035e-05 1.7337280582355877e-04 3.8036378627203613e-04 5.3185520694822843e-04 6.1239149891153437e-04 6.1424954073678953e-04 5.2774453739992612e-04 3.7610581685480228e-04 1.7145507947897423e-04 2.1268297847299149e-04 4.6660663607466093e-04 6.5244686455784599e-04 7.5124377559560908e-04 7.5352313383470902e-04 6.4740415206218269e-04 4.6138320297147746e-04 2.1033042397516503e-04 2.0428340168131891e-04 4.4817875240967838e-04 6.2667956576561079e-04 7.2157461827876586e-04 7.2376397944486060e-04 6.2183596924344164e-04 4.4316164137259237e-04 2.0202377130165716e-04 1.4533281455242505e-04 3.1884665492717940e-04 4.4583705688681409e-04 5.1334798327298001e-04 5.1490555175945395e-04 4.4239118453797067e-04 3.1527734576432048e-04 1.4372525279833680e-04 7.8978214963530756e-05 1.7327083850938812e-04 2.4228121164845430e-04 2.7896869033964243e-04 2.7981511838175719e-04 2.4040864539469163e-04 1.7133116890243359e-04 7.8104617089429031e-05 2.7876754682500437e-05 6.1159000599807532e-05 8.5517433631107165e-05 9.8466921271358262e-05 9.8765681341892066e-05 8.4856472415526486e-05 6.0474357575109229e-05 2.7568402467389030e-05 3.5544026659827285e-06 7.7980284023443892e-06 1.0903830021039681e-05 1.2554944250379930e-05 1.2593036864793712e-05 1.0819554735869217e-05 7.7107335291192636e-06 3.5150862779536355e-06
29;884353989b8bb9c30d609ebddf84f980;3.9912761105380902e-03 8.7681249017580714e-03 1.2368951889735226e-02 1.4300042178705797e-02 1.4300042178705797e-02 1.2368949996926277e-02 8.7681269144257220e-03 3.9912745835838327e-03 8.3184902521983833e-03 1.8274246384764187e-02 2.5778975835291339e-02 2.9803692750590433e-02 2.9803692750590433e-02 2.5778971677127765e-02 1.8274250806235945e-02 8.3184875686415152e-03 1.0651911072403627e-02 2.3400356577726145e-02 3.3010236927344692e-02 3.8163927275183668e-02 3.8163927275183668e-02 3.3010233994442723e-02 2.3400362814971504e-02 1.0651907286785729e-02 1.0670471846328073e-02 2.3441132585063310e-02 3.3067757388177160e-02 3.8230428060648400e-02 3.8230428060648400e-02 3.3067753997378796e-02 2.3441137392416028e-02 1.0670468563845282e-02 8.9051619019980960e-03 1.9563059175550918e-02 2.7597068735447521e-02 3.1905633593178308e-02 3.1905633593178308e-02 2.7597065344649157e-02 1.9563063982903636e-02 8.9051586195153052e-03 6.2235823241617227e-03 1.3672104200021009e-02 1.9286861597709825e-02 2.2298003646614193e-02 2.2298003646614193e-02 1.9286858664807855e-02 1.3672108358184581e-02 6.2235799581505363e-03 3.5711919423675187e-03 7.8452745230182825e-03 1.1067112438467469e-02 1.2794954340302809e-02 1.2794954340302809e-02 1.1067111398926577e-02 7.8452767337541616e-03 3.5711906005890842e-03 1.3949032532315194e-03 3.0643549300412051e-03 4.3228008637083634e-03 4.9976938411795133e-03 4.9976938411795133e-03 4.3228003905061265e-03 3.0643556009304226e-03 1.3949027951452421e-03
30;b4a23d916a4dea7cca2f852d9be8ae34;6.2949752021995839e-03 1.3828937457989991e-02 1.9508091581032245e-02 2.2553772940642283e-02 2.2553772940642283e-02 1.9508091581032245e-02 1.3828937457989991e-02 6.2949752021995839e-03 1.4279770986580727e-02 3.1370109260929847e-02 4.4252927329252387e-02 5.1161871513517372e-02 5.1161871513517372e-02 4.4252927329252387e-02 3.1370109260929847e-02 1.4279770986580727e-02 2.1188205588574694e-02 4.6546707575440494e-02 6.5662126026362261e-02 7.5913560024411741e-02 7.5913560024411741e-02 6.5662126026362261e-02 4.6546707575440494e-02 2.1188205588574694e-02 2.6116358740876457e-02 5.7372980839037149e-02 8.0934444015297771e-02 9.3570253441549761e-02 9.3570253441549761e-02 8.0934444015297771e-02 5.7372980839037149e-02 2.6116358740876457e-02 2.7880220563215385e-02 6.1247870579212473e-02 8.6400641555591629e-02 9.9889855626130120e-02 9.9889855626130120e-02 8.6400641555591629e-02 6.1247870579212473e-02 2.7880220563215385e-02 2.5571788333258468e-02 5.6176656808119618e-02 7.9246823485764964e-02 9.1619154838442074e-02 9.1619154838442074e-02 7.9246823485764964e-02 5.6176656808119618e-02 2.5571788333258468e-02 1.8925706992704381e-02 4.1576401803600734e-02 5.8650656021719101e-02 6.7807431251743822e-02 6.7807431251743822e-02 5.8650656021719101e-02 4.1576401803600734e-02 1.8925706992704381e-02 8.8430477478265313e-03 1.9426598249343684e-02 2.7404553596932727e-02 3.1683062220491061e-02 3.1683062220491061e-02 2.7404553596932727e-02 1.9426598249343684e-02 8.8430477478265313e-03
31;a2b50c81e5a508d1e458af5b888a0b93;6.3481095456673232e-03 1.3945665472882240e-02 1.9672758388373325e-02 2.2744152565844004e-02 2.2744152565844004e-02 1.9672762173991224e-02 1.3945666814660675e-02 6.3481095456673232e-03 1.3380096470374194e-02 2.9393687803788884e-02 4.1464849546503986e-02 4.7938517479771577e-02 4.7938517479771577e-02 4.1464857862831134e-02 2.9393690751436725e-02 1.3380096470374194e-02 1.7474440610774737e-02 3.8388236793434748e-02 5.4153207532645888e-02 6.2607829880310537e-02 6.2607829880310537e-02 5.4153213398449827e-02 3.8388240951598325e-02 1.7474440610774737e-02 1.7827168411515795e-02 3.9163113333938189e-02 5.5246304903756080e-02 6.3871587048058565e-02 6.3871587048058565e-02 5.5246311685352809e-02 3.9163118141290906e-02 1.7827168411515795e-02 1.4762527591464644e-02 3.2430644202545607e-02 4.5748997415613939e-02 5.2891521891747395e-02 5.2891521891747395e-02 4.5749004197210667e-02 3.2430646606221969e-02 1.4762527591464644e-02 9.7213929433341735e-03 2.1356168020917242e-02 3.0126546120878780e-02 3.4830029896555599e-02 3.4830029896555599e-02 3.0126551986682716e-02 2.1356170099999027e-02 9.7213929433341735e-03 4.7595031264692916e-03 1.0455779981928410e-02 1.4749675657273680e-02 1.7052456475899192e-02 1.7052456475899192e-02 1.4749677736355467e-02 1.0455781455752331e-02 4.7595031264692916e-03 1.4988863950345028e-03 3.2927863350338460e-03 4.6450411768535482e-03 5.3702446962849938e-03 5.3702446962849938e-03 4.6450421232580221e-03 3.2927866704784542e-03 1.4988863950345028e-03
32;164c47bbcbd5b04286fb328de5856aca;3.8949704947413770e-03 8.5565552909047157e-03 1.2070490935418333e-02 1.3954984305292101e-02 1.3954984305292101e-02 1.2070490935418333e-02 8.5565552909047157e-03 3.8949704947413770e-03 9.0989839825347616e-03 1.9988844496441980e-02 2.8197698501434991e-02 3.2600036082894100e-02 3.2600036082894100e-02 2.8197698501434991e-02 1.9988844496441980e-02 9.0989839825347616e-03 1.4215330235371844e-02 3.1228544427139529e-02 4.4053225815623834e-02 5.0930991800062470e-02 5.0930991800062470e-02 4.4053225815623834e-02 3.1228544427139529e-02 1.4215330235371844e-02 1.8841998297582676e-02 4.1392508734550436e-02 5.8391243261841613e-02 6.7507517933217534e-02 6.7507517933217534e-02 5.8391243261841613e-02 4.1392508734550436e-02 1.8841998297582676e-02 2.1906080001398518e-02 4.8123749587323732e-02 6.7886814661220360e-02 7.8485575955637016e-02 7.8485575955637016e-02 6.7886814661220360e-02 4.8123749587323732e-02 2.1906080001398518e-02 2.1961785249242485e-02 4.8246124078687405e-02 6.8059444900669827e-02 7.8685157919206328e-02 7.8685157919206328e-02 6.8059444900669827e-02 4.8246124078687405e-02 2.1961785249242485e-02 1.7620890528930452e-02 3.8709952819754014e-02 5.4607037380799570e-02 6.3132506679700065e-02 6.3132506679700065e-02 5.4607037380799570e-02 3.8709952819754014e-02 1.7620890528930452e-02 8.6611196989996673e-03 1.9026934783123554e-02 2.6840759630527129e-02 3.1031246482862505e-02 3.1031246482862505e-02 2.6840759630527129e-02 1.9026934783123554e-02 8.6611196989996673e-03
33;cf81ff07d517b6afd7502217312e91bf;2.1519373984486461e-03 4.3852895072572064e-03 5.3353916620156108e-03 4.9023667113819213e-03 3.4519404174145345e-03 1.7720231316867845e-03 5.4755114045587942e-04 4.5624892179621504e-05 4.7320952892809867e-03 9.6432210618997514e-03 1.1732489298905989e-02 1.0780269734105506e-02 7.5907931149588647e-03 3.8966662815171616e-03 1.2040611766288010e-03 1.0032881983347797e-04 6.6672245640925741e-03 1.3586691362070868e-02 1.6530339954151294e-02 1.5188721855906261e-02 1.0694950186510057e-02 5.4901578530560978e-03 1.6964464049723815e-03 1.4135699822030983e-04 7.7046999550054000e-03 1.5700893296180230e-02 1.9102596645648992e-02 1.7552213394739783e-02 1.2359171949528165e-02 6.3444719606621713e-03 1.9604274713613560e-03 1.6335332024290685e-04 7.6988182929253988e-03 1.5688907364017703e-02 1.9088014517275976e-02 1.7538814207939415e-02 1.2349738028218893e-02 6.3396286290461241e-03 1.9589310325983087e-03 1.6322862008939925e-04 6.6461893050383273e-03 1.3543824853798243e-02 1.6478184158443734e-02 1.5140801397998652e-02 1.0661206656570728e-02 5.4728361340295635e-03 1.6910940687984394e-03 1.4091100511166412e-04 4.7160442647606292e-03 9.6105117507438373e-03 1.1692692554891028e-02 1.0743703807499172e-02 7.5650455347238358e-03 3.8834490388303757e-03 1.1999770263200649e-03 9.9988511278077701e-05 2.1437527709334890e-03 4.3686105304295937e-03 5.3150993304739089e-03 4.8837211149712996e-03 3.4388115804137101e-03 1.7652834305216241e-03 5.4546861646468791e-04 4.5451368143462732e-05
34;a7442cb5ceb788b85f4541265c2d9228;2.0111485512249905e-03 4.4086918003745056e-03 6.2158369499417622e-03 7.1999153748480305e-03 7.1762525034922238e-03 6.2114815965497458e-03 4.4096645897393752e-03 2.0045979174606906e-03 4.1621728866428429e-03 9.1240083702350278e-03 1.2863986939994205e-02 1.4900586848883271e-02 1.4851614346751642e-02 1.2854973080909136e-02 9.1260223506209309e-03 4.1486158927872465e-03 5.2143134055602502e-03 1.1430433020187104e-02 1.6115827053125545e-02 1.8667250348038036e-02 1.8605898937802668e-02 1.6104533914095460e-02 1.1432955985934938e-02 5.1973292308594423e-03 4.9452293716594686e-03 1.0840568359239208e-02 1.5284172829909386e-02 1.7703930371906092e-02 1.7645745050055752e-02 1.5273462993270351e-02 1.0842960017216088e-02 4.9291222286067865e-03 3.6768498467900394e-03 8.0601199377763628e-03 1.1364003870699753e-02 1.3163130017871165e-02 1.3119867854111024e-02 1.1356041428436775e-02 8.0618986582817811e-03 3.6648737083291244e-03 1.9792685580386480e-03 4.3388069328421661e-03 6.1173061468051317e-03 7.0857852534306808e-03 7.0624972502529373e-03 6.1130197105780269e-03 4.3397643500048171e-03 1.9728217690583700e-03 6.3539745841089421e-04 1.3928715614652937e-03 1.9638167125351877e-03 2.2747242298436668e-03 2.2672481954491000e-03 1.9624407502204055e-03 1.3931789458664903e-03 6.3332789096770894e-04 6.0758101597220406e-05 1.3318943492591218e-04 1.8778446677837030e-04 2.1751411532249854e-04 2.1679925211729332e-04 1.8765288698126389e-04 1.3321882825973862e-04 6.0560203553727682e-05
35;50ba9f665df9dd61c85ab87c0f7bf910;1.1409812580343309e-04 2.5062444126131163e-04 3.5362057163536330e-04 4.0869488857652310e-04 4.0822983598868190e-04 3.5352116959039260e-04 2.5067412899395695e-04 1.1402234115494488e-04 1.2253204523213455e-03 2.6915014789104007e-03 3.7975951756562890e-03 4.3890484321370956e-03 4.3840541935828599e-03 3.7965280869294033e-03 2.6920348189412449e-03 1.2245065798397882e-03 3.6686482202889083e-03 8.0584404397856576e-03 1.1370121107728993e-02 1.3140950059007088e-02 1.3125997485912583e-02 1.1366925711034207e-02 8.0600376943680829e-03 3.6662117019691026e-03 6.5195398486207982e-03 1.4320621807871444e-02 2.0205794589428894e-02 2.3352728416949190e-02 2.3326155453892928e-02 2.0200115002165831e-02 1.4323459347812860e-02 6.5152097067397450e-03 8.4893780131402134e-03 1.8647508465237321e-02 2.6310850754463152e-02 3.0408609643916361e-02 3.0374010105385044e-02 2.6303455423226887e-02 1.8651204117638782e-02 8.4837398018671704e-03 8.6602416582340011e-03 1.9022822848333360e-02 2.6840402506281984e-02 3.1020637472263857e-02 3.0985339261273712e-02 2.6832859082418753e-02 1.9026592223612158e-02 8.6544903582419803e-03 6.7735471071538158e-03 1.4878566391160402e-02 2.0993031437935704e-02 2.4262572154905734e-02 2.4234965931926360e-02 2.0987131003825814e-02 1.4881515512823186e-02 6.7690481240635951e-03 3.2530508351683459e-03 7.1455524945076452e-03 1.0082073367023364e-02 1.1652297462098024e-02 1.1639038419946512e-02 1.0079239832026471e-02 7.1469687416450536e-03 3.2508905002849586e-03
36;b566ef510113cd647bad3bc145e84e77;1.1047719236858193e-04 1.1939708055376656e-03 3.8049853560879177e-03 7.2121218341847414e-03 9.8991223095638344e-03 1.0532528772766713e-02 8.4942799993225956e-03 4.1412743242790519e-03 2.4282585727883430e-04 2.6243153732631959e-03 8.3632541007237961e-03 1.5852047282157285e-02 2.1758001481076102e-02 2.3150209773509966e-02 1.8670195076015257e-02 9.1024075302098863e-03 3.4252601985556409e-04 3.7018144766076655e-03 1.1797063647297658e-02 2.2360628301635998e-02 3.0691465548488527e-02 3.2655291265301145e-02 2.6335859970868552e-02 1.2839701993031465e-02 3.9596477065714992e-04 4.2793482486417397e-03 1.3637567235392218e-02 2.5849191358953510e-02 3.5479756907041776e-02 3.7749965047467943e-02 3.0444613822220062e-02 1.4842870734404349e-02 3.9598631195046212e-04 4.2795811047889858e-03 1.3638309820234375e-02 2.5850598704787720e-02 3.5481685637265822e-02 3.7752019871277742e-02 3.0446269955231187e-02 1.4843678225170798e-02 3.4248482168578001e-04 3.7013690333349229e-03 1.1795644122744857e-02 2.2357937703132571e-02 3.0687772969067943e-02 3.2651364109565192e-02 2.6332691450226032e-02 1.2838156514524477e-02 2.4287933972861413e-04 2.6248934806955928e-03 8.3650966869570215e-03 1.5855538622068257e-02 2.1762794411735301e-02 2.3155309761132080e-02 1.8674308518574392e-02 9.1044128180799537e-03 1.1046136930508949e-04 1.1937998965095961e-03 3.8044404637116785e-03 7.2110889462666831e-03 9.8977053711592957e-03 1.0531020204034233e-02 8.4930630062826831e-03 4.1406812552454734e-03
37;20c52bcb181589ad95c5f4b024558c61;9.4054866897835768e-03 1.8620398727762919e-02 2.2287762913657784e-02 2.1650963250603769e-02 1.8389157913423066e-02 1.3923633233834770e-02 8.9919885575157326e-03 3.8705920592400828e-03 2.0662176262350673e-02 4.0905694014345642e-02 4.8962238851041978e-02 4.7563303600182523e-02 4.0397699199985912e-02 3.0587738155253046e-02 1.9753794636299213e-02 8.5030002173671366e-03 2.9147548610575204e-02 5.7704507482350280e-02 6.9069647788929434e-02 6.7096209332605197e-02 5.6987893542101861e-02 4.3149258502470741e-02 2.7866120300889682e-02 1.1994942305426054e-02 3.3698180593863182e-02 6.6713566214438330e-02 7.9853077726797408e-02 7.7571538157875930e-02 6.5885071636825401e-02 4.9885893490884931e-02 3.2216690566183655e-02 1.3867640720721320e-02 3.3698180593863182e-02 6.6713566214438330e-02 7.9853077726797408e-02 7.7571538157875930e-02 6.5885071636825401e-02 4.9885893490884931e-02 3.2216690566183655e-02 1.3867640720721320e-02 2.9147548610575204e-02 5.7704507482350280e-02 6.9069647788929434e-02 6.7096209332605197e-02 5.6987893542101861e-02 4.3149258502470741e-02 2.7866120300889682e-02 1.1994942305426054e-02 2.0662176262350673e-02 4.0905694014345642e-02 4.8962238851041978e-02 4.7563303600182523e-02 4.0397699199985912e-02 3.0587738155253046e-02 1.9753794636299213e-02 8.5030002173671366e-03 9.4054866897835768e-03 1.8620398727762919e-02 2.2287762913657784e-02 2.1650963250603769e-02 1.8389157913423066e-02 1.3923633233834770e-02 8.9919885575157326e-03 3.8705920592400828e-03
38;d7a5d6837f9c315aba8a4e349885aa83;7.4523399541126794e-04 3.9103489164265511e-03 9.5056250263881592e-03 1.5125676321697378e-02 1.8321182071476802e-02 1.7758876797182833e-02 1.3502143294980024e-02 6.3786150378219112e-03 1.6371473077707447e-03 8.5903448350402745e-03 2.0882176876165014e-02 3.3228436404371398e-02 4.0248397246643218e-02 3.9013108982510029e-02 2.9661820589451143e-02 1.4012688647454145e-02 2.3094791347670648e-03 1.2118166247075114e-02 2.9457917794587878e-02 4.6874450864469133e-02 5.6777318181976032e-02 5.5034732279935279e-02 4.1843121844890738e-02 1.9767319337855437e-02 2.6700450840653148e-03 1.4010106482990645e-02 3.4057016029863281e-02 5.4192689559051127e-02 6.5641636089157393e-02 6.3626988581988106e-02 4.8375851971174208e-02 2.2853476749340490e-02 2.6700439899043846e-03 1.4010100473799749e-02 3.4057002466669817e-02 5.4192669958134217e-02 6.5641612568057103e-02 6.3626968237197906e-02 4.8375832741763339e-02 2.2853467996053048e-02 2.3094779517614716e-03 1.2118158970288860e-02 2.9457900197176066e-02 4.6874423738082205e-02 5.6777284273992375e-02 5.5034697085111654e-02 4.1843096895909301e-02 1.9767306088192792e-02 1.6371449596584847e-03 8.5903330444489188e-03 2.0882147769020004e-02 3.3228388330844225e-02 4.0248339558410610e-02 3.9013054926383579e-02 2.9661779322381399e-02 1.4012668520777630e-02 7.4523063611190159e-04 3.9103311378622966e-03 9.5055814917823292e-03 1.5125608483719709e-02 1.8321098915246112e-02 1.7758795406398020e-02 1.3502081573172045e-02 6.3785857203001685e-03
39;56f06f7505611158c3d6ffe66ef4d247;5.6003620308529281e-04 5.2167101026229712e-03 1.3016064466869402e-02 1.9998950935188109e-02 2.3339704360122580e-02 2.1996760573005054e-02 1.6376931767822803e-02 7.6295032948747142e-03 1.2366881669390708e-03 1.1519689991560715e-02 2.8742449115706597e-02 4.4162260195298092e-02 5.1539407344468907e-02 4.8573883005991039e-02 3.6164013376018322e-02 1.6847689364384515e-02 1.7503617077720439e-03 1.6304533603910074e-02 4.0680975132131002e-02 6.2505597309575389e-02 7.2946930189201106e-02 6.8749638855135825e-02 5.1185180622602820e-02 2.3845582534995035e-02 2.0225354167773494e-03 1.8839818197827592e-02 4.7006695391541814e-02 7.2224949009858513e-02 8.4289870034626874e-02 7.9439915727496063e-02 5.9144254755096944e-02 2.7553469096323963e-02 2.0228605193437191e-03 1.8842846830039523e-02 4.7014250090301274e-02 7.2236560593036597e-02 8.4303418188395762e-02 7.9452685474142443e-02 5.9153763698771858e-02 2.7557898259769197e-02 1.7498243866316012e-03 1.6299529254050135e-02 4.0668489768450687e-02 6.2486412172420513e-02 7.2924544138388711e-02 6.8728539558373727e-02 5.1169466922460979e-02 2.3838264935597587e-02 1.2422644303897326e-03 1.1571632704865215e-02 2.8872050757945533e-02 4.4361390359556101e-02 5.1771804389530975e-02 4.8792905955864350e-02 3.6327080202112109e-02 1.6923656833999490e-02 5.6569498104169444e-04 5.2694211975253744e-03 1.3147582511083850e-02 2.0201024952411228e-02 2.3575535430362570e-02 2.2219021771051159e-02 1.6542409276790175e-02 7.7065937182961468e-03
40;a61fbc94b09baa0da2458d866f5caf64;6.7570700397399106e-03 1.4907204025580781e-02 2.1015199065003615e-02 2.4264480424994708e-02 2.4255825612037252e-02 2.0972864500046717e-02 1.4847527087936688e-02 6.7617388550773750e-03 1.3662094018576498e-02 3.0140819258562202e-02 4.2490552071348789e-02 4.9060260355484976e-02 4.9042761591593827e-02 4.2404956274201440e-02 3.0020160241926150e-02 1.3671534771640259e-02 1.6405444578984775e-02 3.6193100661685629e-02 5.1022663166189072e-02 5.8911568052702284e-02 5.8890558666026493e-02 5.0919876683797625e-02 3.6048213610152854e-02 1.6416780611781291e-02 1.4831186189831319e-02 3.2720025203042763e-02 4.6126552641273834e-02 5.3258439295771398e-02 5.3239446007284627e-02 4.6033631202851748e-02 3.2589041667229528e-02 1.4841434101103067e-02 1.0276998445916336e-02 2.2672744556133186e-02 3.1962550396365405e-02 3.6904461313268855e-02 3.6891301257654802e-02 3.1898162526193277e-02 2.2581981736829647e-02 1.0284099550352985e-02 5.1834786013739680e-03 1.1435603696589957e-02 1.6121164934708391e-02 1.8613750331419161e-02 1.8607112843617702e-02 1.6088690377661100e-02 1.1389825434275436e-02 5.1870607423102517e-03 1.5620815132636246e-03 3.4462078359456284e-03 4.8582382292333961e-03 5.6093982244910202e-03 5.6073971639224243e-03 4.8484514714942214e-03 3.4324121071477860e-03 1.5631608062917177e-03 1.4432942469071042e-04 3.1841435834726776e-04 4.4887973101859484e-04 5.1828358547787389e-04 5.1809874066573733e-04 4.4797547111827371e-04 3.1713968979996728e-04 1.4442915389064766e-04
41;22be186f872f8cbaa523d21050dfa51f;3.0456312011865327e-03 6.3898347029606858e-03 8.2171019590791521e-03 8.1418281882081091e-03 6.3291027799702469e-03 3.6065174763361034e-03 1.2340095578784399e-03 1.1943117578633630e-04 6.6981612984901139e-03 1.4052962655620850e-02 1.8071615902978150e-02 1.7906066850126114e-02 1.3919397746405176e-02 7.9317006536257437e-03 2.7139187091809406e-03 2.6266124208141755e-04 9.4360794399781407e-03 1.9797205966834434e-02 2.5458507085738137e-02 2.5225291743783223e-02 1.9609044594196771e-02 1.1173836643480640e-02 3.8232510449008419e-03 3.7002578339884737e-04 1.0913594405006558e-02 2.2897079670688256e-02 2.9444838529225668e-02 2.9175104341789444e-02 2.2679458482064516e-02 1.2923452384017051e-02 4.4219012796883660e-03 4.2796497733802548e-04 1.0905562169618355e-02 2.2880227495737593e-02 2.9423167936868510e-02 2.9153631537313433e-02 2.2662766341223099e-02 1.2913940346900807e-02 4.4186467018987206e-03 4.2764999576025962e-04 9.4371062888330606e-03 1.9799359895565177e-02 2.5461278678098460e-02 2.5228036595060507e-02 1.9611179101768173e-02 1.1175052331346622e-02 3.8236671211433512e-03 3.7006606473929666e-04 6.6935113653260351e-03 1.4043207415098130e-02 1.8059068644397044e-02 1.7893636237837230e-02 1.3909734967443304e-02 7.9261947252848297e-03 2.7120346095279367e-03 2.6247890697136852e-04 3.0478895665332459e-03 6.3945725226122125e-03 8.2231949110864958e-03 8.1478652211401902e-03 6.3337961832801090e-03 3.6091915421790285e-03 1.2349245669094828e-03 1.1951972958980211e-04
42;cee371bd98b2759b60b742397718d489;1.7420082045951559e-03 3.5594614444056185e-03 4.3460634856935338e-03 4.0307463521974569e-03 2.8749548928791425e-03 1.5007469360988383e-03 4.7021442787927644e-04 4.2246658580521960e-05 3.8197359352011547e-03 7.8049020643932831e-03 9.5297000671010160e-03 8.8382981405153681e-03 6.3039711552035265e-03 3.2907176349767494e-03 1.0310485261567090e-03 9.2635083256468637e-05 5.3800302486658761e-03 1.0993065940643745e-02 1.3422414127676299e-02 1.2448585483750678e-02 8.8790310094834166e-03 4.6349174065965287e-03 1.4522135488977031e-03 1.3047488466991390e-04 6.2214198378689788e-03 1.2712284699298925e-02 1.5521560928114428e-02 1.4395434763837280e-02 1.0267633569484147e-02 5.3597777574264970e-03 1.6793269856900613e-03 1.5088000531309189e-04 6.2339222677372944e-03 1.2737830971638915e-02 1.5552752882283336e-02 1.4424363757106245e-02 1.0288266474670524e-02 5.3705486284361219e-03 1.6827017472976400e-03 1.5118320756459411e-04 5.3835456680867031e-03 1.1000249168215862e-02 1.3431183504562405e-02 1.2456720009030732e-02 8.8848326654876568e-03 4.6379459944918518e-03 1.4531625197905969e-03 1.3056013501047564e-04 3.8300223441231351e-03 7.8259195303963421e-03 9.5553621735909294e-03 8.8620987428998706e-03 6.3209471194866640e-03 3.2995792013209629e-03 1.0338251183069239e-03 9.2884549218808941e-05 1.7420967679420858e-03 3.5596422490496412e-03 4.3462844711383477e-03 4.0309512338316273e-03 2.8751009633633169e-03 1.5008232399596011e-03 4.7023832830763747e-04 4.2248805859946447e-05
43;bef983a4bb967c19d064e580e7e4f008;9.3722241290218038e-03 1.9983319564855932e-02 2.6553277914519835e-02 2.8067934812391268e-02 2.4939485809376782e-02 1.8692430991806740e-02 1.1426599906093016e-02 4.6330849132320334e-03 2.0589104350596930e-02 4.3899787940206526e-02 5.8332814314536741e-02 6.1660245295306636e-02 5.4787600969705245e-02 4.1063936047463008e-02 2.5102201419891248e-02 1.0178060984299870e-02 2.9044468128012927e-02 6.1928191238628985e-02 8.2288453996141792e-02 8.6982366923263971e-02 7.7287321637609707e-02 5.7927735050151488e-02 3.5410966726284736e-02 1.4357903230253859e-02 3.3579006773673523e-02 7.1596668388554149e-02 9.5135656881474767e-02 1.0056240228718077e-01 8.9353727716753081e-02 6.6971644963831525e-02 4.0939468621820220e-02 1.6599516565408964e-02 3.3579006773673523e-02 7.1596668388554149e-02 9.5135656881474767e-02 1.0056240228718077e-01 8.9353727716753081e-02 6.6971644963831525e-02 4.0939468621820220e-02 1.6599516565408964e-02 2.9044468128012927e-02 6.1928191238628985e-02 8.2288453996141792e-02 8.6982366923263971e-02 7.7287321637609707e-02 5.7927735050151488e-02 3.5410966726284736e-02 1.4357903230253859e-02 2.0589104350596930e-02 4.3899787940206526e-02 5.8332814314536741e-02 6.1660245295306636e-02 5.4787600969705245e-02 4.1063936047463008e-02 2.5102201419891248e-02 1.0178060984299870e-02 9.3722241290218038e-03 1.9983319564855932e-02 2.6553277914519835e-02 2.8067934812391268e-02 2.4939485809376782e-02 1.8692430991806740e-02 1.1426599906093016e-02 4.6330849132320334e-03
44;4c76c6cf13eb7b9956a657e8f737021d;8.0963336756535536e-04 2.6059541065256036e-03 5.3001385685397520e-03 8.7198154170750504e-03 1.1858273257198047e-02 1.3119122235724288e-02 1.1132934252626006e-02 5.6272814709339833e-03 1.7786200651038146e-03 5.7248162542312383e-03 1.1643458858647459e-02 1.9155878804067855e-02 2.6050510759160220e-02 2.8820371021980228e-02 2.4457070370933975e-02 1.2362133450956315e-02 2.5090491025295271e-03 8.0758366368631693e-03 1.6425098632812128e-02 2.7022657319850658e-02 3.6748719933557987e-02 4.0656083593123518e-02 3.4500898572237634e-02 1.7438912586799013e-02 2.9007718935661745e-03 9.3366685847747263e-03 1.8989450790372852e-02 3.1241542767683067e-02 4.2486077215599459e-02 4.7003474133094102e-02 3.9887316984043165e-02 2.0161545437729692e-02 2.9007718935661745e-03 9.3366685847747263e-03 1.8989450790372852e-02 3.1241542767683067e-02 4.2486077215599459e-02 4.7003474133094102e-02 3.9887316984043165e-02 2.0161545437729692e-02 2.5090491025295271e-03 8.0758366368631693e-03 1.6425098632812128e-02 2.7022657319850658e-02 3.6748719933557987e-02 4.0656083593123518e-02 3.4500898572237634e-02 1.7438912586799013e-02 1.7786198973815102e-03 5.7248155173192780e-03 1.1643457819106567e-02 1.9155876400391497e-02 2.6050508355483861e-02 2.8820366863816654e-02 2.4457067423286138e-02 1.2362132109177882e-02 8.0963329121764248e-04 2.6059537710809949e-03 5.3001380953375150e-03 8.7198143229141201e-03 1.1858272163037116e-02 1.3119120342915340e-02 1.1132932910847573e-02 5.6272808601522803e-03
