number;id;weights_scaled
11;372a56cac67dbaa6ce4091cd1fdc1159;4.3105298743327984e-03 9.9480908948876914e-03 1.5260288539911956e-02 1.9728246767782495e-02 2.2423276743147466e-02 2.2015283601381528e-02 1.7408701687329668e-02 8.5024062411390971e-03 9.4694651095872211e-03 2.1854180897127512e-02 3.3524131395400045e-02 4.3339438511549429e-02 4.9259938557952763e-02 4.8363650413910747e-02 3.8243811790516072e-02 1.8678269631634437e-02 1.3358307038584828e-02 3.0829075889940119e-02 4.7291545530720687e-02 6.1137722122340817e-02 6.9489604359251972e-02 6.8225235983150681e-02 5.3949465393387311e-02 2.6348907546661186e-02 1.5443859414344825e-02 3.5642234644192056e-02 5.4674890953914763e-02 7.0682788069133889e-02 8.0338599598203539e-02 7.8876832969240029e-02 6.2372271920978564e-02 3.0462604482499944e-02 1.5443859414344825e-02 3.5642234644192056e-02 5.4674890953914763e-02 7.0682788069133889e-02 8.0338599598203539e-02 7.8876832969240029e-02 6.2372271920978564e-02 3.0462604482499944e-02 1.3358307038584828e-02 3.0829075889940119e-02 4.7291545530720687e-02 6.1137722122340817e-02 6.9489604359251972e-02 6.8225235983150681e-02 5.3949465393387311e-02 2.6348907546661186e-02 9.4694651095872211e-03 2.1854180897127512e-02 3.3524131395400045e-02 4.3339438511549429e-02 4.9259938557952763e-02 4.8363650413910747e-02 3.8243811790516072e-02 1.8678269631634437e-02 4.3105298743327984e-03 9.9480908948876914e-03 1.5260288539911956e-02 1.9728246767782495e-02 2.2423276743147466e-02 2.2015283601381528e-02 1.7408701687329668e-02 8.5024062411390971e-03
12;c2f7797bc14d819a0c24c6b87c4e0a1c;6.6264150725756408e-05 6.8902985193075139e-04 2.1339923216692337e-03 4.0206830805826705e-03 5.4776513627514010e-03 5.7632682230066750e-03 4.6149318672868058e-03 2.2370632659542869e-03 1.4589917956139744e-04 1.5170931789705959e-03 4.6985844993124998e-03 8.8526655150302537e-03 1.2060591552067899e-02 1.2689457379891397e-02 1.0161071940262919e-02 4.9255243911471638e-03 2.0573891309160156e-04 2.1393204523975492e-03 6.6256829092083691e-03 1.2483536985607897e-02 1.7007174807011902e-02 1.7893967794783736e-02 1.4328578432250034e-02 6.9457007683220041e-03 2.3772155807584553e-04 2.4718832292577935e-03 7.6556623239125978e-03 1.4424134426378386e-02 1.9650985493169810e-02 2.0675630392619701e-02 1.6555992747911349e-02 8.0254275188959001e-03 2.3774862146260211e-04 2.4721647598513032e-03 7.6565337590926621e-03 1.4425776983215528e-02 1.9653221957789357e-02 2.0677985302084895e-02 1.6557877230176550e-02 8.0263411432725720e-03 2.0562322993215409e-04 2.1381175736414873e-03 6.6219573904827585e-03 1.2476518032990262e-02 1.6997612755619756e-02 1.7883906474580467e-02 1.4320521990327616e-02 6.9417954302576513e-03 1.4569773459130358e-04 1.5149985067251031e-03 4.6920972443683902e-03 8.8404422198273044e-03 1.2043938882255002e-02 1.2671936957677148e-02 1.0147041873461885e-02 4.9187235871528956e-03 6.6043878030660525e-05 6.8673939421281887e-04 2.1268985469300211e-03 4.0073176312807020e-03 5.4594428836323731e-03 5.7441101572277570e-03 4.5995909790028031e-03 2.2296268460252622e-03
13;e4666d7885f2f45be9f58617a3839c55;5.6391318575349106e-03 1.2388357168676346e-02 1.7467441003280747e-02 2.0187868761387149e-02 2.0188144489941547e-02 1.7471760393302727e-02 1.2378767478206378e-02 5.6405891826781848e-03 1.1913063019228252e-02 2.6171277919273119e-02 3.6901198494671723e-02 4.2648290218728943e-02 4.2648876715760460e-02 3.6910325663714154e-02 2.6151015788028770e-02 1.1916142400734979e-02 1.5507668259117882e-02 3.4068104433083522e-02 4.8035631558859648e-02 5.5516832969791298e-02 5.5517595899423650e-02 4.8047515677636404e-02 3.4041731280622656e-02 1.5511676282067727e-02 1.5686871462769366e-02 3.4461786780770755e-02 4.8590723802214304e-02 5.6158375351838763e-02 5.6159143707781675e-02 4.8602740791623432e-02 3.4435108376865829e-02 1.5690925329015556e-02 1.2507292319489148e-02 2.7476712897168732e-02 3.8741844776290980e-02 4.4775609357590840e-02 4.4776220906198462e-02 3.8751430563271683e-02 2.7455440361394464e-02 1.2510524470876801e-02 7.3462158295484930e-03 1.6138572979390038e-02 2.2755201481948817e-02 2.6299159281697158e-02 2.6299520401723137e-02 2.2760829720826554e-02 1.6126079776935379e-02 7.3481143169244999e-03 2.5637930800075214e-03 5.6322822194497029e-03 7.9414531065154434e-03 9.1782765283626166e-03 9.1784027213714474e-03 7.9434173190331726e-03 5.6279222798400431e-03 2.5644555831094589e-03 2.5277582515771831e-04 5.5531190305873983e-04 7.8298337212833553e-04 9.0492737013375365e-04 9.0493974782927583e-04 7.8317703014394639e-04 5.5488203079284975e-04 2.5284114062607910e-04
14;b82cb4a2b13b42c5d4a9a76d868c5d30;1.5178830802555466e-03 3.3334683862727165e-03 4.6852501173605433e-03 5.4148875563958896e-03 5.4231265881998902e-03 4.6866247698598706e-03 3.3173012979177915e-03 1.5136370785519596e-03 3.1242197166660986e-03 6.8611927121580915e-03 9.6435308344489830e-03 1.1145324475564624e-02 1.1162283614113250e-02 9.6463604647603150e-03 6.8279167157051564e-03 3.1154803782788704e-03 3.9035219141666188e-03 8.5726415460578992e-03 1.2049002859302110e-02 1.3925402783987136e-02 1.3946591035276727e-02 1.2052537739399760e-02 8.5310645882633075e-03 3.8926025359400365e-03 3.7034757059446824e-03 8.1333136856552631e-03 1.1431519752364522e-02 1.3211758912681540e-02 1.3231861613065474e-02 1.1434874099648095e-02 8.0938681547712398e-03 3.6931159167178256e-03 2.7248152242054110e-03 5.9840484419739666e-03 8.4106880052732449e-03 9.7204906346926127e-03 9.7352814865936613e-03 8.4131556587841074e-03 5.9550258527002438e-03 2.7171930256257798e-03 1.4497844747494305e-03 3.1839152036078110e-03 4.4750504194794975e-03 5.1719533827871925e-03 5.1798230019449009e-03 4.4763636263359368e-03 3.1684736032947677e-03 1.4457290132752971e-03 4.5797376059830848e-04 1.0057698667465921e-03 1.4136277400807265e-03 1.6337731122595561e-03 1.6362589643037426e-03 1.4140425168971194e-03 1.0008919701432473e-03 4.5669265570758098e-04 4.3118320418365922e-05 9.4693434270554612e-05 1.3309333446238751e-04 1.5382004992492380e-04 1.5405409778638789e-04 1.3313238843453383e-04 9.4234179153482122e-05 4.2997705347226490e-05
15;c7a14376ff2627413a7afdb816ee5572;1.5500708179155262e-04 1.6777075926167025e-03 4.9878605820962317e-03 8.8215942667972495e-03 1.1382502542425364e-02 1.1522994054064997e-02 8.9467102442501549e-03 4.2660588585399150e-03 3.4042403220677607e-04 3.6845542717401842e-03 1.0954257800018232e-02 1.9373841772596080e-02 2.4998065872867403e-02 2.5306610532496100e-02 1.9648619613760708e-02 9.3690484242315852e-03 4.8024747922462537e-04 5.1979227696639955e-03 1.5453535261537796e-02 2.7331321695108372e-02 3.5265601682257897e-02 3.5700875327531641e-02 2.7718958733882554e-02 1.3217228416368175e-02 5.5498133276462864e-04 6.0067992387088185e-03 1.7858341489843155e-02 3.1584494130599973e-02 4.0753469845984054e-02 4.1256477798514379e-02 3.2032453580643987e-02 1.5274030319733111e-02 5.5521630382437764e-04 6.0093429292153852e-03 1.7865902970199354e-02 3.1597867836208361e-02 4.0770722573049124e-02 4.1273947191696053e-02 3.2046017526335985e-02 1.5280497904991206e-02 4.8028758311423569e-04 5.1983567779869131e-03 1.5454825738403979e-02 2.7333603702408695e-02 3.5268544895239590e-02 3.5703858088833702e-02 2.7721272751910851e-02 1.3218331923985534e-02 3.4041199813144337e-04 3.6844242067792942e-03 1.0953871090805955e-02 1.9373157926672036e-02 2.4997183723643769e-02 2.5305716527327934e-02 1.9647925442694655e-02 9.3687176758475293e-03 1.5502048081516141e-04 1.6778526724099115e-03 4.9882916693344027e-03 8.8223568969655608e-03 1.1383486193101566e-02 1.1523989671572256e-02 8.9474831086283138e-03 4.2664274652976543e-03
16;a17c9d2e4ea7cce7a03918940cb72d87;5.4587832138442002e-04 1.1968677051773272e-03 1.6913751560849117e-03 1.9643607949031035e-03 1.9641289695560291e-03 1.7027825241186995e-03 1.2130371416445125e-03 5.5363666144476391e-04 1.0997704119458534e-03 2.4113059971515647e-03 3.4075804832250016e-03 3.9575593811792134e-03 3.9570924670465409e-03 3.4305626532922053e-03 2.4438822956987490e-03 1.1154009566493614e-03 1.3353327058239590e-03 2.9277889601738564e-03 4.1374576385459017e-03 4.8052376918038299e-03 4.8046710046269108e-03 4.1653623677133716e-03 2.9673429713902512e-03 1.3543111913538253e-03 1.2439220191381034e-03 2.7273659332174276e-03 3.8542264079866931e-03 4.4762932464578638e-03 4.4757650017471125e-03 3.8802211159601023e-03 2.7642124890386349e-03 1.2616013346772894e-03 8.7481818127293229e-04 1.9180861113842190e-03 2.7105779350994983e-03 3.1480613681177916e-03 3.1476899307423278e-03 2.7288592125649328e-03 1.9439990945986794e-03 8.8725161061759049e-04 4.5807387303829810e-04 1.0043516543242767e-03 1.4193176915589757e-03 1.6483936048805445e-03 1.6481991637867436e-03 1.4288901336653571e-03 1.0179203268042751e-03 4.6458427814435172e-04 1.4819554949055608e-04 3.2492672856855793e-04 4.5917606274126389e-04 5.3328647239012073e-04 5.3322352611547788e-04 4.6227295251911096e-04 3.2931644402708980e-04 1.5030178522251625e-04 1.7169757220963590e-05 3.7645619745346543e-05 5.3199584076475204e-05 6.1785925668590152e-05 6.1778634111766598e-05 5.3558385976007772e-05 3.8154206185167736e-05 1.7413783598226336e-05
17;d867dcf7063faaeb15b41bc2985ce00b;4.2451346989597393e-03 9.2464689135873367e-03 1.2911181083783049e-02 1.4684661628870790e-02 1.4455518070235852e-02 1.2297912877064322e-02 8.6052437340610778e-03 3.8728040051773703e-03 9.3258035761831937e-03 2.0312842577770301e-02 2.8363561409111060e-02 3.2259581767127836e-02 3.1756194249388831e-02 2.7016320569667625e-02 1.8904185256759954e-02 8.5078594679669668e-03 1.3155647770016219e-02 2.8654753445954955e-02 4.0011675171289292e-02 4.5507681077501874e-02 4.4797566520499002e-02 3.8111160561442377e-02 2.6667600339793200e-02 1.2001797113035437e-02 1.5209560169407037e-02 3.3128448275203261e-02 4.6258458088509910e-02 5.2612522440436044e-02 5.1791541955801677e-02 4.4061227528933426e-02 3.0831052870404125e-02 1.3875565728338368e-02 1.5209560169407037e-02 3.3128448275203261e-02 4.6258458088509910e-02 5.2612522440436044e-02 5.1791541955801677e-02 4.4061227528933426e-02 3.0831052870404125e-02 1.3875565728338368e-02 1.3155647770016219e-02 2.8654753445954955e-02 4.0011675171289292e-02 4.5507681077501874e-02 4.4797566520499002e-02 3.8111160561442377e-02 2.6667600339793200e-02 1.2001797113035437e-02 9.3258035761831937e-03 2.0312842577770301e-02 2.8363561409111060e-02 3.2259581767127836e-02 3.1756194249388831e-02 2.7016320569667625e-02 1.8904185256759954e-02 8.5078594679669668e-03 4.2451346989597393e-03 9.2464689135873367e-03 1.2911181083783049e-02 1.4684661628870790e-02 1.4455518070235852e-02 1.2297912877064322e-02 8.6052437340610778e-03 3.8728040051773703e-03
18;0a96c8d6dc0ed2d3d4032f3df7e72eef;6.0323604472842275e-03 1.3312309823873171e-02 1.8898626027492378e-02 2.2060102847213339e-02 2.2248712120030080e-02 1.9429157662234398e-02 1.3886577575970808e-02 6.3483104928475989e-03 1.3252019693484603e-02 2.9244769687321641e-02 4.1516909754436206e-02 4.8462110300981597e-02 4.8876451224337154e-02 4.2682393105946306e-02 3.0506333485877005e-02 1.3946105576208692e-02 1.8694249981206883e-02 4.1254770806475896e-02 5.8566732267853652e-02 6.8364130565606585e-02 6.8948629606342321e-02 6.0210846721801888e-02 4.3034423234024732e-02 1.9673377336899701e-02 2.1612871131981660e-02 4.7695630791080260e-02 6.7710404985430420e-02 7.9037412329982903e-02 7.9713165701040187e-02 6.9611205170253751e-02 4.9753129680578267e-02 2.2744863770448598e-02 2.1612871131981660e-02 4.7695630791080260e-02 6.7710404985430420e-02 7.9037412329982903e-02 7.9713165701040187e-02 6.9611205170253751e-02 4.9753129680578267e-02 2.2744863770448598e-02 1.8694249981206883e-02 4.1254770806475896e-02 5.8566732267853652e-02 6.8364130565606585e-02 6.8948629606342321e-02 6.0210846721801888e-02 4.3034423234024732e-02 1.9673377336899701e-02 1.3252019693484603e-02 2.9244769687321641e-02 4.1516909754436206e-02 4.8462110300981597e-02 4.8876451224337154e-02 4.2682393105946306e-02 3.0506333485877005e-02 1.3946105576208692e-02 6.0323604472842275e-03 1.3312309823873171e-02 1.8898626027492378e-02 2.2060102847213339e-02 2.2248712120030080e-02 1.9429157662234398e-02 1.3886577575970808e-02 6.3483104928475989e-03
19;1917fa1202fd8f18b45641f183544c2f;2.2982381783464605e-05 5.0478396553010068e-05 7.1643380653343839e-05 8.2461070930781060e-05 8.2692896277855780e-05 7.1742169014163063e-05 5.0756406755011380e-05 2.3151990613472733e-05 2.0761243370184858e-04 4.5599895599336454e-04 6.4719386084745691e-04 7.4491597905789755e-04 7.4701018208539255e-04 6.4808624173297649e-04 4.5851039800907408e-04 2.0914459791680716e-04 6.7430780546262256e-04 1.4810465149971454e-03 2.1020315545136237e-03 2.4194249141532382e-03 2.4262264318256547e-03 2.1049299948840898e-03 1.4892034025583709e-03 6.7928417764080186e-04 1.2856555053357397e-03 2.8238077383778812e-03 4.0077965136827891e-03 4.6129478990239049e-03 4.6259158656522309e-03 4.0133226673197903e-03 2.8393598248780483e-03 1.2951435218415026e-03 1.7734455779260785e-03 3.8951872847266091e-03 5.5283928354725714e-03 6.3631446414523299e-03 6.3810329282482431e-03 5.5360157740491529e-03 3.9166400962277765e-03 1.7865333838920222e-03 1.9084321942258620e-03 4.1916713543573682e-03 5.9491889064504366e-03 6.8474786727182480e-03 6.8667282350420760e-03 5.9573922332566021e-03 4.2147569587434467e-03 1.9225163490154394e-03 1.5504752975292020e-03 3.4054566045733353e-03 4.8333235526457057e-03 5.5631244499910922e-03 5.5787639702188068e-03 4.8399880493121090e-03 3.4242121193160465e-03 1.5619176485723353e-03 7.5072018936272545e-04 1.6488781411772534e-03 2.3402330213707712e-03 2.6935933420636888e-03 2.7011654827807656e-03 2.3434597874268507e-03 1.6579592976206207e-03 7.5626043749489548e-04
20;8975ef7df607253689476eae7028baf9;4.2960548824065180e-04 9.4452824045880709e-04 1.3345121731444985e-03 1.5437654701250198e-03 1.5454638814288392e-03 1.3358311060803845e-03 9.4471147707624167e-04 4.2983281355572409e-04 3.5372835241096216e-03 7.7770512137877775e-03 1.0988099014255962e-02 1.2711048007812387e-02 1.2725032596867154e-02 1.0998959097967382e-02 7.7785604094812756e-03 3.5391549695808666e-03 9.2618946428362128e-03 2.0363150740836913e-02 2.8770841514914502e-02 3.3282150787263119e-02 3.3318764628019276e-02 2.8799278932402018e-02 2.0367103075312917e-02 9.2667960716100607e-03 1.4755611400225190e-02 3.2441604966741165e-02 4.5836337599925572e-02 5.3023541907509825e-02 5.3081874236236996e-02 4.5881642056893802e-02 3.2447900195124529e-02 1.4763419332622714e-02 1.7669482314906844e-02 3.8848025014785015e-02 5.4887890734872297e-02 6.3494390923206426e-02 6.3564240750710516e-02 5.4942143508728426e-02 3.8855565347522179e-02 1.7678831920054941e-02 1.6936879083595542e-02 3.7237327805247522e-02 5.2612155253874159e-02 6.0861819640895473e-02 6.0928774345430668e-02 5.2664161471581317e-02 3.7244554693537157e-02 1.6945841533969812e-02 1.2722367416105999e-02 2.7971326867975658e-02 3.9520338407781921e-02 4.5717184009666331e-02 4.5767478533795231e-02 3.9559400196385382e-02 2.7976756435294844e-02 1.2729099118510900e-02 5.9955504663916350e-03 1.3181782959562544e-02 1.8624376938848660e-02 2.1544707094355412e-02 2.1568408808424238e-02 1.8642786398688185e-02 1.3184341731036759e-02 5.9987228665568347e-03
21;96ddb7ad56e07aa198b48366f12c121a;8.2475594079220501e-03 1.7026693341748105e-02 2.1615469352668466e-02 2.1674286384990766e-02 1.8303266280406589e-02 1.3276039883227510e-02 8.0546335484278659e-03 3.3018092331251921e-03 1.8118416605256524e-02 3.7404607607848007e-02 4.7485329838742436e-02 4.7614540365444026e-02 4.0209010605829980e-02 2.9165091098497561e-02 1.7694592911075519e-02 7.2534858226522515e-03 2.5559138691051232e-02 5.2765623749703026e-02 6.6986213949105061e-02 6.7168487590575018e-02 5.6721715870370233e-02 4.1142370471124776e-02 2.4961262573279262e-02 1.0232287631633136e-02 2.9549533751258520e-02 6.1003604180291278e-02 7.7444369854729730e-02 7.7655100786850950e-02 6.5577337241322503e-02 4.7565682065371699e-02 2.8858314820342047e-02 1.1829793342347272e-02 2.9549533751258520e-02 6.1003604180291278e-02 7.7444369854729730e-02 7.7655100786850950e-02 6.5577337241322503e-02 4.7565682065371699e-02 2.8858314820342047e-02 1.1829793342347272e-02 2.5559138691051232e-02 5.2765623749703026e-02 6.6986213949105061e-02 6.7168487590575018e-02 5.6721715870370233e-02 4.1142370471124776e-02 2.4961262573279262e-02 1.0232287631633136e-02 1.8118416605256524e-02 3.7404607607848007e-02 4.7485329838742436e-02 4.7614540365444026e-02 4.0209010605829980e-02 2.9165091098497561e-02 1.7694592911075519e-02 7.2534858226522515e-03 8.2475594079220501e-03 1.7026693341748105e-02 2.1615469352668466e-02 2.1674286384990766e-02 1.8303266280406589e-02 1.3276039883227510e-02 8.0546335484278659e-03 3.3018092331251921e-03
22;1ebda8d24d83ec4312619f4fe54d034f;2.0132717811199223e-03 5.4890706626654975e-03 1.0151948302190536e-02 1.5073534082571262e-02 1.8361418745521999e-02 1.8427865513746922e-02 1.4400956389431735e-02 6.9165201003342563e-03 4.4227989233881658e-03 1.2058508962825641e-02 2.2302019251590605e-02 3.3113865170735182e-02 4.0336761196940803e-02 4.0482732892229915e-02 3.1636331970792519e-02 1.5194360711862982e-02 6.2391175536119494e-03 1.7010598094909041e-02 3.1460828810864420e-02 4.6712794552369701e-02 5.6901930021926825e-02 5.7107848170634135e-02 4.4628480188662487e-02 2.1434255609493833e-02 7.2131935648158197e-03 1.9666360772579484e-02 3.6372619360397103e-02 5.4005783055754479e-02 6.5785687147719804e-02 6.6023754062210699e-02 5.1596057188890140e-02 2.4780657408756762e-02 7.2131935648158197e-03 1.9666360772579484e-02 3.6372619360397103e-02 5.4005783055754479e-02 6.5785687147719804e-02 6.6023754062210699e-02 5.1596057188890140e-02 2.4780657408756762e-02 6.2391175536119494e-03 1.7010598094909041e-02 3.1460828810864420e-02 4.6712794552369701e-02 5.6901930021926825e-02 5.7107848170634135e-02 4.4628480188662487e-02 2.1434255609493833e-02 4.4227989233881658e-03 1.2058508962825641e-02 2.2302019251590605e-02 3.3113865170735182e-02 4.0336761196940803e-02 4.0482732892229915e-02 3.1636331970792519e-02 1.5194360711862982e-02 2.0132717811199223e-03 5.4890706626654975e-03 1.0151948302190536e-02 1.5073534082571262e-02 1.8361418745521999e-02 1.8427865513746922e-02 1.4400956389431735e-02 6.9165201003342563e-03
23;9e71237cdf2f4382f6a710dd85355af3;8.8632018118856416e-06 1.9673903602477510e-05 2.7906240568222806e-05 3.2269359584526196e-05 3.2277347814129490e-05 2.8072913117184487e-05 2.0035084412448122e-05 9.1526622359044922e-06 9.3846803526441032e-05 2.0831444093078434e-04 2.9548140996886918e-04 3.4167970246242981e-04 3.4176428182430070e-04 2.9724622554901960e-04 2.1213876068822412e-04 9.6911708501779144e-05 2.9558137082728560e-04 6.5611045788770519e-04 9.3065296328667863e-04 1.0761598235718027e-03 1.0764262131684322e-03 9.3621136243628904e-04 6.6815555324608493e-04 3.0523466689285923e-04 5.6725470688072399e-04 1.2591515135482556e-03 1.7860301371298709e-03 2.0652746214520293e-03 2.0657859603719453e-03 1.7966973768644343e-03 1.2822674437449675e-03 5.8578045847696531e-04 8.1591573722496484e-04 1.8111115466498272e-03 2.5689521285725634e-03 2.9706059369327097e-03 2.9713412163283343e-03 2.5842954911787499e-03 1.8443607003407339e-03 8.4256245382233847e-04 8.9137460339971703e-04 1.9786097692734762e-03 2.8065382538927449e-03 3.2453382023038533e-03 3.2461413976668011e-03 2.8233005218687691e-03 2.0149337969920392e-03 9.2048570928639185e-04 7.4324277427632521e-04 1.6497973900441885e-03 2.3401377926653730e-03 2.7060164797996825e-03 2.7066862041251181e-03 2.3541144199746523e-03 1.6800850242724848e-03 7.6751613318094402e-04 3.6598692414609223e-04 8.1239166133277455e-04 1.1523283653834219e-03 1.3324940728932058e-03 1.3328238256435287e-03 1.1592107370231252e-03 8.2730586407466866e-04 3.7793957850840978e-04
24;f98c6489e96a73c08ba73e4e2c799a2f;5.3846942480588501e-03 1.1307491576258311e-02 1.4688292085925175e-02 1.4804610114998997e-02 1.2007808949038338e-02 7.6233301577390035e-03 3.5119426965993621e-03 9.5384961631519917e-04 1.1829215284868615e-02 2.4840547564178816e-02 3.2267565549908207e-02 3.2523096806329296e-02 2.6379021207100232e-02 1.6747100467001296e-02 7.7151130266616902e-03 2.0954379377324294e-03 1.6687141870843438e-02 3.5041863178576146e-02 4.5518946507332153e-02 4.5879417693165704e-02 3.7212143737038669e-02 2.3624664669892350e-02 1.0883493132794388e-02 2.9559756025882887e-03 1.9292407456155500e-02 4.0512743957864777e-02 5.2625553455870090e-02 5.3042303905177050e-02 4.3021856518811831e-02 2.7313045291915590e-02 1.2582670057171952e-02 3.4174746216551616e-03 1.9292407456155500e-02 4.0512743957864777e-02 5.2625553455870090e-02 5.3042303905177050e-02 4.3021856518811831e-02 2.7313045291915590e-02 1.2582670057171952e-02 3.4174746216551616e-03 1.6687145656461334e-02 3.5041871494903294e-02 4.5518958238940026e-02 4.5879427865560804e-02 3.7212153909433769e-02 2.3624670535696286e-02 1.0883496251417067e-02 2.9559763123916446e-03 1.1829217968425483e-02 2.4840553459474495e-02 3.2267571787153566e-02 3.2523104017358376e-02 2.6379026014452949e-02 1.6747104625164867e-02 7.7151152373975693e-03 2.0954384408993420e-03 5.3846960804039591e-03 1.1307495601593614e-02 1.4688296817947548e-02 1.4804615585803649e-02 1.2007813325682059e-02 7.6233329969524269e-03 3.5119437029331878e-03 9.5384999805376354e-04
25;c911783c6f928ba623f2b30bcbf7db83;4.8500141129381603e-03 1.1143600720289503e-02 1.6974229882589304e-02 2.1811303781629255e-02 2.4720808994199622e-02 2.4258707016238588e-02 1.9216988305893631e-02 9.3911088884957791e-03 1.0654615734586991e-02 2.4480502697429025e-02 3.7289354747871165e-02 4.7915543141135372e-02 5.4307207020013321e-02 5.3292051416190818e-02 4.2216294882348342e-02 2.0630590798007165e-02 1.5030165559895517e-02 3.4533953893560093e-02 5.2603039794555759e-02 6.7593103706756738e-02 7.6609643457776072e-02 7.5177592112650807e-02 5.9553335119097231e-02 2.9102991887911989e-02 1.7376735181402505e-02 3.9925533034469725e-02 6.0815636967150442e-02 7.8146009671070646e-02 8.8570247706352856e-02 8.6914618771911131e-02 6.8851040223742152e-02 3.3646667497271902e-02 1.7376735181402505e-02 3.9925533034469725e-02 6.0815636967150442e-02 7.8146009671070646e-02 8.8570247706352856e-02 8.6914618771911131e-02 6.8851040223742152e-02 3.3646667497271902e-02 1.5030165559895517e-02 3.4533953893560093e-02 5.2603039794555759e-02 6.7593103706756738e-02 7.6609643457776072e-02 7.5177592112650807e-02 5.9553335119097231e-02 2.9102991887911989e-02 1.0654615734586991e-02 2.4480502697429025e-02 3.7289354747871165e-02 4.7915543141135372e-02 5.4307207020013321e-02 5.3292051416190818e-02 4.2216294882348342e-02 2.0630590798007165e-02 4.8500141129381603e-03 1.1143600720289503e-02 1.6974229882589304e-02 2.1811303781629255e-02 2.4720808994199622e-02 2.4258707016238588e-02 1.9216988305893631e-02 9.3911088884957791e-03
26;f5f6edafb4b092756eb6acc36ead3b95;2.2134082345759059e-05 2.1344812162666784e-04 7.0255620452043825e-04 1.4072965216527671e-03 2.1457446392475089e-03 2.5292695073311608e-03 2.3059047744350904e-03 1.2028515740257224e-03 4.8614084521019238e-05 4.6880574894126847e-04 1.5430559089331072e-03 3.0909087622469395e-03 4.7127959953723961e-03 5.5551490428971560e-03 5.0645626664926561e-03 2.6418772051026076e-03 6.8499572864489064e-05 6.6056982843437553e-04 2.1742397842868548e-03 4.3552389067537615e-03 6.6405556262824029e-03 7.8274710195371522e-03 7.1362117363697186e-03 3.7225317590491064e-03 7.9136830514219296e-05 7.6314929142127998e-04 2.5118760912269372e-03 5.0315612513319357e-03 7.6717635973197820e-03 9.0429947598709183e-03 8.2443899738659614e-03 4.3006014507212757e-03 7.9702033019697941e-05 7.6859977779434631e-04 2.5298161696067920e-03 5.0674970823736632e-03 7.7265560004528260e-03 9.1075801440478662e-03 8.3032722327053155e-03 4.3313167363523393e-03 6.9225524246771389e-05 6.6757042166581634e-04 2.1972819452967642e-03 4.4013948779616585e-03 6.7109307986693081e-03 7.9104252188169494e-03 7.2118404154329170e-03 3.7619823929708443e-03 4.9336275797995163e-05 4.7577016570155174e-04 1.5659789551120090e-03 3.1368264921862394e-03 4.7828075762119567e-03 5.6376745560163914e-03 5.1398002722117175e-03 2.6811240565836865e-03 2.2495934716775427e-05 2.1693760513266690e-04 7.1404171007365840e-04 1.4303033067608352e-03 2.1808237122082287e-03 2.5706186286289061e-03 2.3436022072691569e-03 1.2225160726912457e-03
27;20d5b2348ee91b6b3810e5cf0f4ce92d;3.3313857263095703e-03 7.3107274324380814e-03 1.0317376965133651e-02 1.1913297516214168e-02 1.1900213539811482e-02 1.0298409126654124e-02 7.3146615268074597e-03 3.3166857376734598e-03 7.0039136920933311e-03 1.5370091089762717e-02 2.1691278581417693e-02 2.5046545621345503e-02 2.5019037949096837e-02 2.1651401792753953e-02 1.5378363663422490e-02 6.9730085094160139e-03 8.9798566453667007e-03 1.9706300194804544e-02 2.7810823512239551e-02 3.2112677994020407e-02 3.2077406909417190e-02 2.7759694232220997e-02 1.9716905590997126e-02 8.9402335292294716e-03 8.8111800430641183e-03 1.9336138907072094e-02 2.7288426400379189e-02 3.1509473581214767e-02 3.1474868162408375e-02 2.7238257843154916e-02 1.9346545623866975e-02 8.7723006756527683e-03 6.7835050788576396e-03 1.4886405158367094e-02 2.1008671217330646e-02 2.4258349580988690e-02 2.4231706054631551e-02 2.0970046633143450e-02 1.4894417813508734e-02 6.7535732124525596e-03 3.8312653521391671e-03 8.4077137054152755e-03 1.1865516112793729e-02 1.3700906501169657e-02 1.3685858985720905e-02 1.1843701921176796e-02 8.4122388269234401e-03 3.8143599656108675e-03 1.2909145489995637e-03 2.8329126732440173e-03 3.9979918916901950e-03 4.6164121789040958e-03 4.6113419240850174e-03 3.9906418178047168e-03 2.8344373440886699e-03 1.2852183641013360e-03 1.1830533332541780e-04 2.5962110759389400e-04 3.6639431112932551e-04 4.2306918844861537e-04 4.2260454617112296e-04 3.6572070774454341e-04 2.5976082027336583e-04 1.1778330583866488e-04
